R,G,B,Drought_AmbientTemp,Drought_ObjectTemp
86,127,86,26.71,25.37
89,130,87,26.71,25.41
90,132,90,26.71,25.37
95,136,92,26.71,25.41
98,134,94,26.71,25.37
101,133,96,26.71,25.41
103,133,97,26.71,25.37
103,135,99,26.71,25.41
100,133,99,26.71,25.37
98,134,99,26.71,25.41
92,134,99,26.71,25.37
88,132,95,26.71,25.41
86,129,90,26.71,25.37
83,125,87,26.71,25.41
78,124,85,26.71,25.37
74,123,84,26.71,25.41
71,125,85,26.71,25.37
74,125,82,26.71,25.41
78,124,84,26.71,25.37
79,123,89,26.71,25.41
80,124,87,26.71,25.37
85,128,87,26.71,25.41
85,129,92,26.71,25.37
89,133,98,26.71,25.41
92,136,96,26.71,25.37
94,136,97,26.71,25.41
95,136,95,26.71,25.37
95,136,94,26.71,25.41
94,133,94,26.71,25.37
92,132,93,26.71,25.41
89,130,91,26.71,25.37
87,130,88,26.71,25.41
79,128,87,26.71,25.37
71,125,87,26.71,25.41
68,121,81,26.71,25.37
63,120,81,26.71,25.41
61,119,80,26.71,25.37
66,117,78,26.71,25.41
65,116,73,26.71,25.37
65,117,78,26.71,25.41
66,119,82,26.71,25.37
68,122,83,26.71,25.41
68,125,83,26.71,25.37
69,128,86,26.71,25.41
73,129,89,26.71,25.37
76,130,90,26.71,25.41
82,123,84,26.71,25.37
81,125,84,26.71,25.41
83,125,82,26.71,25.37
84,125,85,26.71,25.41
86,126,84,26.71,25.37
86,129,84,26.71,25.41
85,130,85,26.71,25.37
88,128,86,26.71,25.41
93,128,86,26.71,25.37
92,128,88,26.71,25.41
93,128,92,26.71,25.37
92,129,94,26.71,25.41
91,129,95,26.71,25.37
91,129,94,26.71,25.41
93,129,90,26.71,25.37
93,130,87,26.71,25.41
92,129,93,26.71,25.37
89,127,95,26.71,25.41
87,127,92,26.71,25.37
87,125,89,26.71,25.41
87,125,87,26.71,25.37
84,125,88,26.71,25.41
82,123,88,26.71,25.37
80,123,86,26.71,25.41
79,123,85,26.71,25.37
75,125,82,26.71,25.41
74,126,78,26.71,25.37
76,122,77,26.71,25.41
76,116,71,26.71,25.37
72,117,71,26.71,25.41
64,116,73,26.71,25.37
62,113,73,26.71,25.41
62,111,71,26.71,25.37
61,106,66,26.71,25.41
54,103,64,26.71,25.37
45,105,61,26.71,25.41
41,101,61,26.71,25.37
40,96,60,26.71,25.41
39,96,57,26.71,25.37
35,97,54,26.71,25.41
32,99,50,26.71,25.37
32,100,54,26.71,25.41
28,99,60,26.71,25.37
28,99,63,26.71,25.41
31,97,62,26.71,25.37
34,102,64,26.71,25.41
39,105,61,26.71,25.37
43,109,62,26.71,25.41
46,113,65,26.71,25.37
56,117,69,26.71,25.41
65,119,75,26.71,25.37
73,121,84,26.71,25.41
79,124,88,26.71,25.37
83,127,88,26.71,25.41
87,127,88,26.71,25.37
91,128,91,26.71,25.41
96,129,95,26.71,25.37
98,132,96,26.71,25.41
104,131,96,26.71,25.37
106,131,96,26.71,25.41
106,133,97,26.71,25.37
107,133,96,26.71,25.41
103,132,98,26.71,25.37
99,133,100,26.71,25.41
96,132,99,26.71,25.37
91,130,96,26.71,25.41
86,129,91,26.71,25.37
84,126,89,26.71,25.41
79,123,87,26.71,25.37
75,122,88,26.71,25.41
75,122,84,26.71,25.37
76,123,83,26.71,25.41
77,124,86,26.71,25.37
78,123,84,26.71,25.41
80,125,85,26.71,25.37
85,126,89,26.71,25.41
87,129,90,26.71,25.37
92,132,94,26.71,25.41
93,134,93,26.71,25.37
93,137,97,26.71,25.41
93,138,94,26.71,25.37
93,136,95,26.71,25.41
94,133,97,26.71,25.37
90,136,95,26.71,25.41
87,136,91,26.71,25.37
85,131,89,26.71,25.41
79,128,88,26.71,25.37
70,127,88,26.71,25.41
70,121,82,26.71,25.37
67,119,79,26.71,25.41
66,118,77,26.71,25.37
65,118,74,26.71,25.41
63,117,75,26.71,25.37
63,118,76,26.71,25.41
66,120,77,26.71,25.37
67,120,81,26.71,25.41
69,120,84,26.71,25.37
69,123,90,26.71,25.41
70,126,91,26.71,25.37
76,127,88,26.71,25.41
87,125,82,26.71,25.37
89,123,84,26.71,25.41
90,125,82,26.71,25.37
88,127,85,26.71,25.41
88,128,83,26.71,25.37
86,130,85,26.71,25.41
86,130,88,26.71,25.37
87,128,91,26.71,25.41
91,128,89,26.71,25.37
95,126,89,26.71,25.41
96,125,93,26.71,25.37
92,126,95,26.71,25.41
88,129,93,26.71,25.37
87,131,92,26.71,25.41
90,130,88,26.71,25.37
92,129,86,26.71,25.41
94,128,88,26.71,25.37
92,126,89,26.71,25.41
89,125,91,26.71,25.37
87,123,90,26.71,25.41
85,126,85,26.71,25.37
83,124,86,26.71,25.41
79,122,86,26.71,25.37
80,122,83,26.71,25.41
76,125,79,26.71,25.37
70,124,79,26.71,25.41
71,122,80,26.71,25.37
74,119,76,26.71,25.41
70,117,72,26.71,25.37
66,116,73,26.71,25.41
62,114,74,26.71,25.37
60,112,72,26.71,25.41
61,108,66,26.71,25.37
57,104,61,26.71,25.41
51,105,63,26.71,25.37
44,102,58,26.71,25.41
42,97,59,26.71,25.37
36,96,61,26.71,25.41
34,95,57,26.71,25.37
31,96,53,26.71,25.41
30,97,54,26.71,25.37
32,97,54,26.71,25.41
30,96,61,26.71,25.37
30,97,60,26.71,25.41
32,98,61,26.71,25.37
32,105,67,26.71,25.41
39,109,63,26.71,25.37
46,111,66,26.71,25.41
48,115,69,26.71,25.37
53,120,69,26.71,25.41
64,124,75,26.71,25.37
78,126,86,26.71,25.41
81,125,89,26.71,25.37
84,128,90,26.71,25.41
87,130,91,26.71,25.37
91,129,94,26.71,25.41
98,128,98,26.71,25.37
101,131,99,26.71,25.41
104,132,97,26.71,25.37
106,134,97,26.71,25.41
105,135,96,26.71,25.37
106,132,96,26.71,25.41
104,132,100,26.71,25.37
102,132,100,26.71,25.41
98,131,100,26.71,25.37
91,131,94,26.71,25.41
86,131,89,26.71,25.37
84,126,90,26.71,25.41
81,121,89,26.71,25.37
77,121,88,26.71,25.41
76,122,85,26.71,25.37
76,121,87,26.71,25.41
77,122,86,26.71,25.37
77,125,85,26.71,25.41
79,125,84,26.71,25.37
83,127,88,26.71,25.41
86,129,90,26.71,25.37
88,131,93,26.71,25.41
93,135,92,26.71,25.37
95,136,93,26.71,25.41
93,137,97,26.71,25.37
94,136,96,26.71,25.41
99,133,96,26.71,25.37
93,135,95,26.71,25.41
87,135,92,26.71,25.37
86,133,87,26.71,25.41
81,128,87,26.71,25.37
75,125,84,26.71,25.41
75,122,82,26.71,25.37
70,119,81,26.71,25.41
64,117,75,26.71,25.37
63,116,79,26.71,25.41
61,115,79,26.71,25.37
61,117,78,26.71,25.41
63,120,74,26.71,25.37
64,120,74,26.71,25.41
67,120,81,26.71,25.37
67,121,84,26.71,25.41
67,125,89,26.71,25.37
71,126,84,26.71,25.41
89,129,80,26.71,25.37
88,128,82,26.71,25.41
89,126,83,26.71,25.37
92,127,82,26.71,25.41
89,128,85,26.71,25.37
88,128,88,26.71,25.41
90,129,85,26.71,25.37
89,128,91,26.71,25.41
91,127,91,26.71,25.37
93,126,91,26.71,25.41
96,123,92,26.71,25.37
91,127,94,26.71,25.41
87,128,90,26.71,25.37
88,130,89,26.71,25.41
93,129,83,26.71,25.37
93,129,84,26.71,25.41
95,128,82,26.71,25.37
94,125,84,26.71,25.41
89,124,90,26.71,25.37
87,123,89,26.71,25.41
83,124,85,26.71,25.37
80,124,82,26.71,25.41
78,124,82,26.71,25.37
77,123,80,26.71,25.41
78,123,78,26.71,25.37
75,120,75,26.71,25.41
73,117,76,26.71,25.37
74,117,73,26.71,25.41
69,115,72,26.71,25.37
65,114,73,26.71,25.41
62,110,69,26.71,25.37
59,108,69,26.71,25.41
53,108,64,26.71,25.37
50,106,64,26.71,25.41
45,104,59,26.71,25.37
43,103,58,26.71,25.41
42,95,53,26.71,25.37
33,96,55,26.71,25.41
30,97,52,26.71,25.37
30,99,50,26.71,25.41
28,98,55,26.71,25.37
32,93,60,26.71,25.41
33,94,60,26.71,25.37
33,98,58,26.71,25.41
35,102,61,26.71,25.37
34,106,67,26.71,25.41
35,111,68,26.71,25.37
47,114,71,26.71,25.41
55,117,72,26.71,25.37
59,122,74,26.71,25.41
71,128,81,26.71,25.37
79,127,86,26.71,25.41
82,128,88,26.71,25.37
86,129,88,26.71,25.41
90,132,91,26.71,25.37
92,132,93,26.71,25.41
99,131,97,26.71,25.37
101,132,98,26.71,25.41
101,135,99,26.71,25.37
102,136,99,26.71,25.41
103,136,97,26.71,25.37
101,137,98,26.71,25.41
101,134,98,26.71,25.37
101,132,98,26.71,25.41
95,132,96,26.71,25.37
88,134,93,26.71,25.41
84,132,90,26.71,25.37
83,124,88,26.71,25.41
80,120,90,26.71,25.37
78,120,89,26.71,25.41
76,121,85,26.71,25.37
75,122,86,26.71,25.41
75,123,87,26.71,25.37
76,123,85,26.71,25.41
79,125,86,26.71,25.37
80,127,86,26.71,25.41
82,130,89,26.71,25.37
89,131,93,26.71,25.41
91,134,93,26.71,25.37
95,135,92,26.71,25.41
98,137,96,26.71,25.37
100,135,95,26.71,25.41
103,132,93,26.71,25.37
97,133,92,26.71,25.41
91,134,88,26.71,25.37
88,132,87,26.71,25.41
83,130,85,26.71,25.37
81,124,84,26.71,25.41
75,120,83,26.71,25.37
68,118,83,26.71,25.41
64,116,81,26.71,25.37
63,113,79,26.71,25.41
57,115,76,26.71,25.37
57,119,74,26.71,25.41
60,119,77,26.71,25.37
61,119,77,26.71,25.41
63,118,79,26.71,25.37
65,120,77,26.71,25.41
67,123,77,26.71,25.37
69,124,81,26.71,25.41
91,128,86,26.71,25.37
89,128,85,26.71,25.41
89,128,85,26.71,25.37
90,127,86,26.71,25.41
89,126,89,26.71,25.37
92,126,86,26.71,25.41
92,126,87,26.71,25.37
91,127,88,26.71,25.41
89,128,87,26.71,25.37
90,128,88,26.71,25.41
94,124,91,26.71,25.37
93,124,91,26.71,25.41
90,126,89,26.71,25.37
90,128,87,26.71,25.41
92,128,83,26.71,25.37
92,128,83,26.71,25.41
90,128,84,26.71,25.37
90,127,84,26.71,25.41
87,126,86,26.71,25.37
85,125,85,26.71,25.41
85,123,82,26.71,25.37
82,122,80,26.71,25.41
76,123,79,26.71,25.37
76,123,77,26.71,25.41
77,119,76,26.71,25.37
75,119,76,26.71,25.41
71,116,76,26.71,25.37
70,114,74,26.71,25.41
66,113,72,26.71,25.37
62,112,70,26.71,25.41
61,108,68,26.71,25.37
56,108,67,26.71,25.41
52,104,65,26.71,25.37
48,103,62,26.71,25.41
44,101,59,26.71,25.37
39,102,55,26.71,25.41
34,97,51,26.71,25.37
33,95,54,26.71,25.41
30,96,53,26.71,25.37
31,97,49,26.71,25.41
28,98,53,26.71,25.37
30,99,57,26.71,25.41
32,94,60,26.71,25.37
30,102,54,26.71,25.41
34,105,57,26.71,25.37
37,108,62,26.71,25.41
39,115,69,26.71,25.37
47,116,73,26.71,25.41
58,117,76,26.71,25.37
64,123,79,26.71,25.41
70,129,84,26.71,25.37
79,129,87,26.71,25.41
85,128,89,26.71,25.37
89,130,88,26.71,25.41
91,132,90,26.71,25.37
96,134,92,26.71,25.41
101,135,92,26.71,25.37
102,136,94,26.71,25.41
99,136,99,26.71,25.37
101,137,100,26.71,25.41
101,137,97,26.71,25.37
102,136,95,26.71,25.41
102,136,97,26.71,25.37
99,132,96,26.71,25.41
93,132,94,26.71,25.37
88,132,95,26.71,25.41
82,130,90,26.71,25.37
80,127,90,26.71,25.41
78,122,91,26.71,25.37
77,121,88,26.71,25.41
75,122,86,26.71,25.37
74,123,87,26.71,25.41
73,124,86,26.71,25.37
72,127,85,26.71,25.41
76,125,84,26.71,25.37
79,129,85,26.71,25.41
83,129,90,26.71,25.37
89,128,91,26.71,25.41
93,133,91,26.71,25.37
94,135,94,26.71,25.41
98,136,99,26.71,25.37
99,135,100,26.71,25.41
102,133,98,26.71,25.37
97,132,93,26.71,25.41
93,134,90,26.71,25.37
88,135,89,26.71,25.41
83,130,85,26.71,25.37
80,127,88,26.71,25.41
74,119,89,26.71,25.37
69,117,88,26.71,25.41
65,116,82,26.71,25.37
63,114,78,26.71,25.41
61,115,74,26.71,25.37
57,118,73,26.71,25.41
58,118,76,26.71,25.37
59,117,78,26.71,25.41
62,117,77,26.71,25.37
63,118,77,26.71,25.41
64,122,75,26.71,25.37
66,121,79,26.71,25.41
91,129,87,26.71,25.37
89,129,89,26.71,25.41
89,128,86,26.71,25.37
89,127,85,26.71,25.41
90,126,85,26.71,25.37
93,125,82,26.71,25.41
93,124,87,26.71,25.37
94,125,83,26.71,25.41
91,126,82,26.71,25.37
88,129,86,26.71,25.41
92,126,87,26.71,25.37
92,125,88,26.71,25.41
91,124,84,26.71,25.37
91,124,83,26.71,25.41
92,126,84,26.71,25.37
92,126,84,26.71,25.41
89,129,83,26.71,25.37
86,129,83,26.71,25.41
86,127,82,26.71,25.37
86,126,81,26.71,25.41
85,122,78,26.71,25.37
79,122,78,26.71,25.41
76,122,77,26.71,25.37
76,121,74,26.71,25.41
75,120,74,26.71,25.37
70,118,76,26.71,25.41
66,115,78,26.71,25.37
65,113,76,26.71,25.41
60,113,70,26.71,25.37
59,110,67,26.71,25.41
57,107,66,26.71,25.37
54,104,66,26.71,25.41
45,104,65,26.71,25.37
41,103,60,26.71,25.41
40,99,55,26.71,25.37
34,97,55,26.71,25.41
33,96,53,26.71,25.37
31,95,53,26.71,25.41
25,96,53,26.71,25.37
30,94,50,26.71,25.41
30,100,49,26.71,25.37
26,102,55,26.71,25.41
30,100,60,26.71,25.37
32,101,57,26.71,25.41
34,106,59,26.71,25.37
42,108,67,26.71,25.41
49,113,71,26.71,25.37
53,118,75,26.71,25.41
63,122,78,26.71,25.37
66,125,81,26.71,25.41
74,129,83,26.71,25.37
83,128,87,26.71,25.41
89,128,90,26.71,25.37
94,130,89,26.71,25.41
95,133,89,26.71,25.37
98,135,91,26.71,25.41
101,137,90,26.71,25.37
103,138,91,26.71,25.41
102,138,98,26.71,25.37
102,138,98,26.71,25.41
100,136,98,26.71,25.37
102,136,97,26.71,25.41
101,134,97,26.71,25.37
97,133,95,26.71,25.41
90,133,95,26.71,25.37
87,129,94,26.71,25.41
83,128,91,26.71,25.37
79,124,91,26.71,25.41
79,122,91,26.71,25.37
76,121,87,26.71,25.41
73,122,86,26.71,25.37
70,123,89,26.71,25.41
69,126,86,26.71,25.37
70,128,82,26.71,25.41
76,126,85,26.71,25.37
79,129,88,26.71,25.41
88,128,88,26.71,25.37
92,129,88,26.71,25.41
93,131,90,26.71,25.37
94,136,94,26.71,25.41
96,135,98,26.71,25.37
97,135,102,26.71,25.41
100,134,101,26.71,25.37
97,135,96,26.71,25.41
92,134,91,26.71,25.37
88,133,90,26.71,25.41
83,130,89,26.71,25.37
77,124,90,26.71,25.41
73,121,91,26.71,25.37
69,117,88,26.71,25.41
65,116,81,26.71,25.37
64,116,78,26.71,25.41
60,114,78,26.71,25.37
56,115,74,26.71,25.41
58,117,70,26.71,25.37
59,117,72,26.71,25.41
60,116,74,26.71,25.37
61,116,75,26.71,25.41
62,118,76,26.71,25.37
62,119,75,26.71,25.41
91,133,88,26.71,25.37
89,131,88,26.71,25.41
86,130,87,26.71,25.37
87,129,84,26.71,25.41
86,130,81,26.71,25.37
89,125,84,26.71,25.41
91,123,87,26.71,25.37
91,125,84,26.71,25.41
92,125,82,26.71,25.37
88,127,83,26.71,25.41
89,126,87,26.71,25.37
91,124,84,26.71,25.41
88,125,84,26.71,25.37
88,125,85,26.71,25.41
89,125,84,26.71,25.37
89,126,84,26.71,25.41
88,126,83,26.71,25.37
86,128,82,26.71,25.41
85,127,79,26.71,25.37
85,123,77,26.71,25.41
84,120,79,26.71,25.37
80,120,80,26.71,25.41
75,122,77,26.71,25.37
73,119,74,26.71,25.41
72,117,72,26.71,25.37
68,116,74,26.71,25.41
65,113,69,26.71,25.37
61,113,70,26.71,25.41
54,114,66,26.71,25.37
55,111,64,26.71,25.41
51,108,60,26.71,25.37
41,107,65,26.71,25.41
36,104,64,26.71,25.37
41,102,57,26.71,25.41
34,99,57,26.71,25.37
31,96,52,26.71,25.41
33,93,54,26.71,25.37
28,92,52,26.71,25.41
23,95,53,26.71,25.37
26,97,53,26.71,25.41
29,100,50,26.71,25.37
30,100,52,26.71,25.41
32,100,56,26.71,25.37
36,104,61,26.71,25.41
39,108,62,26.71,25.37
42,110,70,26.71,25.41
50,114,72,26.71,25.37
58,121,73,26.71,25.41
64,125,78,26.71,25.37
70,125,82,26.71,25.41
80,126,84,26.71,25.37
87,129,87,26.71,25.41
91,130,86,26.71,25.37
95,132,87,26.71,25.41
96,135,89,26.71,25.37
99,137,90,26.71,25.41
101,138,92,26.71,25.37
106,137,92,26.71,25.41
106,136,93,26.71,25.37
104,136,95,26.71,25.41
101,134,100,26.71,25.37
101,134,98,26.71,25.41
99,135,96,26.71,25.37
93,135,93,26.71,25.41
90,133,95,26.71,25.37
86,131,96,26.71,25.41
81,128,92,26.71,25.37
77,126,92,26.71,25.41
75,123,89,26.71,25.37
74,123,88,26.71,25.41
72,121,88,26.71,25.37
68,123,89,26.71,25.41
70,124,85,26.71,25.37
74,126,82,26.71,25.41
76,128,86,26.71,25.37
78,129,85,26.71,25.41
85,128,84,26.71,25.37
92,128,84,26.71,25.41
94,130,91,26.71,25.37
94,134,96,26.71,25.41
94,136,98,26.71,25.37
97,135,101,26.71,25.41
96,134,99,26.71,25.37
95,134,96,26.71,25.41
93,133,89,26.71,25.37
90,132,89,26.71,25.41
85,130,89,26.71,25.37
78,124,90,26.71,25.41
70,122,90,26.71,25.37
69,119,85,26.71,25.41
61,118,82,26.71,25.37
59,115,81,26.71,25.41
57,114,78,26.71,25.37
54,116,73,26.71,25.41
56,116,70,26.71,25.37
56,116,72,26.71,25.41
57,116,73,26.71,25.37
58,116,73,26.71,25.41
58,117,73,26.71,25.37
62,116,76,26.71,25.41
92,133,88,26.71,25.37
90,131,85,26.71,25.41
88,130,85,26.71,25.37
88,128,83,26.71,25.41
88,128,79,26.71,25.37
88,125,82,26.71,25.41
89,123,86,26.71,25.37
88,124,85,26.71,25.41
88,124,86,26.71,25.37
91,124,84,26.71,25.41
90,126,83,26.71,25.37
88,126,81,26.71,25.41
85,126,81,26.71,25.37
83,127,87,26.71,25.41
83,125,86,26.71,25.37
86,124,84,26.71,25.41
89,123,83,26.71,25.37
86,123,82,26.71,25.41
84,123,80,26.71,25.37
84,122,80,26.71,25.41
82,120,78,26.71,25.37
80,118,79,26.71,25.41
75,119,80,26.71,25.37
71,117,78,26.71,25.41
69,115,75,26.71,25.37
67,112,76,26.71,25.41
65,109,72,26.71,25.37
59,110,68,26.71,25.41
57,112,64,26.71,25.37
56,106,60,26.71,25.41
48,107,60,26.71,25.37
43,106,59,26.71,25.41
38,103,60,26.71,25.37
39,101,55,26.71,25.41
33,98,52,26.71,25.37
30,94,50,26.71,25.41
27,94,52,26.71,25.37
26,94,53,26.71,25.41
24,98,53,26.71,25.37
21,98,57,26.71,25.41
27,98,56,26.71,25.37
30,101,55,26.71,25.41
32,103,57,26.71,25.37
36,106,66,26.71,25.41
43,108,66,26.71,25.37
47,112,70,26.71,25.41
53,119,72,26.71,25.37
59,121,74,26.71,25.41
68,123,81,26.71,25.37
77,124,82,26.71,25.41
83,127,86,26.71,25.37
85,131,84,26.71,25.41
88,135,83,26.71,25.37
93,136,85,26.71,25.41
96,137,88,26.71,25.37
98,139,94,26.71,25.41
103,137,95,26.71,25.37
106,135,94,26.71,25.41
107,135,92,26.71,25.37
107,132,96,26.71,25.41
104,133,100,26.71,25.37
100,133,95,26.71,25.41
95,135,93,26.71,25.37
92,134,93,26.71,25.41
90,131,94,26.71,25.37
86,128,96,26.71,25.41
82,127,95,26.71,25.37
77,127,91,26.71,25.41
73,127,88,26.71,25.37
72,122,86,26.71,25.41
71,122,87,26.71,25.37
69,121,88,26.71,25.41
71,121,86,26.71,25.37
73,125,82,26.71,25.41
74,127,81,26.71,25.37
76,127,81,26.71,25.41
83,128,84,26.71,25.37
88,129,85,26.71,25.41
93,131,90,26.71,25.37
96,132,96,26.71,25.41
97,134,97,26.71,25.37
101,132,95,26.71,25.41
100,133,94,26.71,25.37
95,133,92,26.71,25.41
94,131,93,26.71,25.37
93,129,89,26.71,25.41
86,129,86,26.71,25.37
80,125,87,26.71,25.41
75,122,88,26.71,25.37
69,120,82,26.71,25.41
63,118,82,26.71,25.37
60,113,82,26.71,25.41
55,115,76,26.71,25.37
52,116,71,26.71,25.41
54,115,74,26.71,25.37
53,116,73,26.71,25.41
54,116,70,26.71,25.37
57,116,70,26.71,25.41
56,116,73,26.71,25.37
60,115,76,26.71,25.41
93,129,89,26.71,25.37
92,129,87,26.71,25.41
90,128,87,26.71,25.37
87,127,87,26.71,25.41
88,125,84,26.71,25.37
88,125,81,26.71,25.41
87,124,84,26.71,25.37
87,124,85,26.71,25.41
88,122,83,26.71,25.37
90,123,82,26.71,25.41
91,124,81,26.71,25.37
87,126,80,26.71,25.41
82,126,83,26.71,25.37
80,124,86,26.71,25.41
81,124,85,26.71,25.37
84,122,84,26.71,25.41
87,120,82,26.71,25.37
85,121,83,26.71,25.41
81,122,81,26.71,25.37
79,121,79,26.71,25.41
77,118,78,26.71,25.37
75,119,77,26.71,25.41
70,118,75,26.71,25.37
68,115,77,26.71,25.41
66,111,76,26.71,25.37
68,108,74,26.71,25.41
62,107,69,26.71,25.37
57,107,68,26.71,25.41
56,105,62,26.71,25.37
56,104,59,26.71,25.41
51,104,54,26.71,25.37
45,103,53,26.71,25.41
38,100,56,26.71,25.37
32,100,53,26.71,25.41
31,97,52,26.71,25.37
27,93,53,26.71,25.41
21,97,52,26.71,25.37
29,93,49,26.71,25.41
32,94,48,26.71,25.37
30,98,51,26.71,25.41
32,99,54,26.71,25.37
34,99,57,26.71,25.41
32,103,61,26.71,25.37
37,106,64,26.71,25.41
46,111,67,26.71,25.37
51,116,70,26.71,25.41
57,121,74,26.71,25.37
61,124,80,26.71,25.41
73,123,82,26.71,25.37
78,126,85,26.71,25.41
82,129,89,26.71,25.37
84,133,87,26.71,25.41
87,136,87,26.71,25.37
93,138,87,26.71,25.41
96,140,91,26.71,25.37
99,138,95,26.71,25.41
102,137,98,26.71,25.37
105,137,96,26.71,25.41
106,135,93,26.71,25.37
105,133,97,26.71,25.41
104,131,96,26.71,25.37
99,133,93,26.71,25.41
93,131,98,26.71,25.37
93,129,98,26.71,25.41
90,130,96,26.71,25.37
86,128,93,26.71,25.41
82,126,91,26.71,25.37
77,126,89,26.71,25.41
73,125,86,26.71,25.37
71,123,86,26.71,25.41
69,122,85,26.71,25.37
67,123,85,26.71,25.41
69,123,85,26.71,25.37
73,124,81,26.71,25.41
74,126,79,26.71,25.37
77,125,81,26.71,25.41
82,126,83,26.71,25.37
83,130,86,26.71,25.41
89,131,90,26.71,25.37
95,131,94,26.71,25.41
97,132,95,26.71,25.37
100,130,93,26.71,25.41
99,130,93,26.71,25.37
96,130,94,26.71,25.41
94,129,94,26.71,25.37
94,125,91,26.71,25.41
88,125,88,26.71,25.37
82,124,88,26.71,25.41
75,123,83,26.71,25.37
66,121,80,26.71,25.41
63,120,79,26.71,25.37
58,116,75,26.71,25.41
57,115,73,26.71,25.37
54,114,71,26.71,25.41
52,114,73,26.71,25.37
50,115,71,26.71,25.41
53,114,70,26.71,25.37
54,115,71,26.71,25.41
53,118,70,26.71,25.37
58,118,72,26.71,25.41
92,130,89,26.71,25.37
91,129,88,26.71,25.41
89,126,88,26.71,25.37
86,124,89,26.71,25.41
84,124,83,26.71,25.37
86,124,79,26.71,25.41
87,121,83,26.71,25.37
88,122,81,26.71,25.41
90,123,79,26.71,25.37
89,122,79,26.71,25.41
86,124,81,26.71,25.37
85,122,82,26.71,25.41
82,121,84,26.71,25.37
82,121,84,26.71,25.41
80,122,83,26.71,25.37
79,123,83,26.71,25.41
81,120,80,26.71,25.37
79,119,80,26.71,25.41
76,120,81,26.71,25.37
73,122,75,26.71,25.41
69,120,72,26.71,25.37
68,117,76,26.71,25.41
65,114,72,26.71,25.37
65,115,71,26.71,25.41
65,111,73,26.71,25.37
64,105,70,26.71,25.41
59,105,67,26.71,25.37
55,105,64,26.71,25.41
50,108,61,26.71,25.37
54,103,55,26.71,25.41
48,100,52,26.71,25.37
42,102,54,26.71,25.41
32,97,53,26.71,25.37
28,101,51,26.71,25.41
27,97,50,26.71,25.37
25,92,52,26.71,25.41
27,95,50,26.71,25.37
27,94,52,26.71,25.41
31,93,52,26.71,25.37
34,93,49,26.71,25.41
34,97,52,26.71,25.37
31,101,60,26.71,25.41
33,105,65,26.71,25.37
43,108,69,26.71,25.41
52,114,70,26.71,25.37
57,119,73,26.71,25.41
61,123,79,26.71,25.37
65,127,86,26.71,25.41
73,127,86,26.71,25.37
81,128,85,26.71,25.41
84,128,87,26.71,25.37
86,131,91,26.71,25.41
89,135,93,26.71,25.37
93,137,90,26.71,25.41
97,137,92,26.71,25.37
100,137,96,26.71,25.41
99,136,98,26.71,25.37
103,134,96,26.71,25.41
104,134,97,26.71,25.37
103,133,97,26.71,25.41
101,130,94,26.71,25.37
96,131,92,26.71,25.41
91,130,98,26.71,25.37
89,129,99,26.71,25.41
87,130,94,26.71,25.37
84,129,89,26.71,25.41
81,126,90,26.71,25.37
78,123,89,26.71,25.41
73,123,86,26.71,25.37
70,122,86,26.71,25.41
66,121,83,26.71,25.37
67,122,81,26.71,25.41
71,122,82,26.71,25.37
74,124,80,26.71,25.41
75,123,82,26.71,25.37
77,124,81,26.71,25.41
80,125,85,26.71,25.37
82,128,89,26.71,25.41
85,130,90,26.71,25.37
91,131,95,26.71,25.41
94,132,94,26.71,25.37
95,130,93,26.71,25.41
95,129,94,26.71,25.37
94,127,98,26.71,25.41
93,126,95,26.71,25.37
89,125,96,26.71,25.41
86,125,93,26.71,25.37
82,124,89,26.71,25.41
72,125,83,26.71,25.37
66,123,80,26.71,25.41
62,120,80,26.71,25.37
57,118,77,26.71,25.41
56,114,74,26.71,25.37
58,111,72,26.71,25.41
53,111,71,26.71,25.37
49,113,72,26.71,25.41
52,113,70,26.71,25.37
49,114,74,26.71,25.41
54,118,68,26.71,25.37
60,117,66,26.71,25.41
90,129,89,26.71,25.37
89,128,88,26.71,25.41
85,128,87,26.71,25.37
83,125,88,26.71,25.41
84,124,84,26.71,25.37
86,123,81,26.71,25.41
88,120,82,26.71,25.37
89,120,79,26.71,25.41
89,122,78,26.71,25.37
88,122,81,26.71,25.41
81,122,82,26.71,25.37
80,123,81,26.71,25.41
81,121,80,26.71,25.37
85,119,80,26.71,25.41
82,119,82,26.71,25.37
78,121,81,26.71,25.41
77,120,77,26.71,25.37
75,120,78,26.71,25.41
72,120,78,26.71,25.37
69,118,78,26.71,25.41
65,118,73,26.71,25.37
66,114,72,26.71,25.41
63,112,67,26.71,25.37
65,112,66,26.71,25.41
62,107,70,26.71,25.37
61,106,68,26.71,25.41
57,105,62,26.71,25.37
50,106,60,26.71,25.41
48,104,56,26.71,25.37
52,100,51,26.71,25.41
47,100,54,26.71,25.37
40,98,52,26.71,25.41
32,99,51,26.71,25.37
29,98,49,26.71,25.41
26,94,52,26.71,25.37
20,96,49,26.71,25.41
26,95,47,26.71,25.37
29,94,49,26.71,25.41
32,93,52,26.71,25.37
32,94,54,26.71,25.41
36,98,53,26.71,25.37
33,102,58,26.71,25.41
40,107,66,26.71,25.37
47,113,70,26.71,25.41
54,116,72,26.71,25.37
60,119,74,26.71,25.41
64,124,80,26.71,25.37
74,128,84,26.71,25.41
78,129,85,26.71,25.37
84,131,85,26.71,25.41
86,130,88,26.71,25.37
