R,G,B,Drought_AmbientTemp,Drought_ObjectTemp
72,129,87,26.71,25.41
80,130,89,26.71,25.37
86,130,87,26.71,25.41
86,132,93,26.71,25.37
89,133,97,26.71,25.41
89,133,98,26.71,25.37
88,134,96,26.71,25.41
82,133,94,26.71,25.37
82,130,92,26.71,25.41
82,126,92,26.71,25.37
75,126,91,26.71,25.41
72,126,86,26.71,25.37
73,125,88,26.71,25.41
77,124,85,26.71,25.37
78,123,87,26.71,25.41
80,123,89,26.71,25.37
82,122,94,26.71,25.41
84,125,93,26.71,25.37
83,128,93,26.71,25.41
84,131,96,26.71,25.37
89,130,96,26.71,25.41
92,130,95,26.71,25.37
85,131,97,26.71,25.41
81,131,95,26.71,25.37
80,129,95,26.71,25.41
79,127,93,26.71,25.37
79,125,89,26.71,25.41
74,123,85,26.71,25.37
68,120,80,26.71,25.41
65,117,78,26.71,25.37
64,114,75,26.71,25.41
61,114,74,26.71,25.37
58,115,72,26.71,25.41
57,118,77,26.71,25.37
58,119,77,26.71,25.41
61,120,78,26.71,25.37
67,121,76,26.71,25.41
70,123,73,26.71,25.37
79,123,78,26.71,25.41
80,124,81,26.71,25.37
81,127,86,26.71,25.41
80,131,93,26.71,25.37
82,129,98,26.71,25.41
55,103,65,26.71,25.37
54,106,62,26.71,25.41
53,108,59,26.71,25.37
56,106,62,26.71,25.41
56,108,66,26.71,25.37
57,109,66,26.71,25.41
59,110,64,26.71,25.37
60,113,65,26.71,25.41
61,113,68,26.71,25.37
62,116,69,26.71,25.41
63,120,72,26.71,25.37
66,118,73,26.71,25.41
69,118,73,26.71,25.37
71,117,73,26.71,25.41
73,118,79,26.71,25.37
76,119,82,26.71,25.41
79,120,81,26.71,25.37
79,122,81,26.71,25.41
80,122,83,26.71,25.37
78,124,87,26.71,25.41
76,125,89,26.71,25.37
74,127,88,26.71,25.41
76,127,86,26.71,25.37
79,126,85,26.71,25.41
80,124,86,26.71,25.37
86,123,86,26.71,25.41
84,123,85,26.71,25.37
83,123,87,26.71,25.41
82,122,91,26.71,25.37
81,123,91,26.71,25.41
82,123,87,26.71,25.37
82,122,81,26.71,25.41
83,119,76,26.71,25.37
83,117,76,26.71,25.41
79,117,77,26.71,25.37
77,116,76,26.71,25.41
73,113,75,26.71,25.37
71,110,75,26.71,25.41
63,110,71,26.71,25.37
57,110,70,26.71,25.41
54,107,67,26.71,25.37
48,105,63,26.71,25.41
45,103,60,26.71,25.37
42,100,58,26.71,25.41
41,99,58,26.71,25.37
41,101,55,26.71,25.41
36,102,59,26.71,25.37
35,100,60,26.71,25.41
32,103,62,26.71,25.37
32,103,64,26.71,25.41
36,106,69,26.71,25.37
37,110,69,26.71,25.41
41,114,71,26.71,25.37
51,116,76,26.71,25.41
56,119,76,26.71,25.37
65,127,81,26.71,25.41
71,127,85,26.71,25.37
75,130,90,26.71,25.41
82,130,89,26.71,25.37
88,128,93,26.71,25.41
91,129,97,26.71,25.37
91,131,101,26.71,25.41
89,134,101,26.71,25.37
88,133,100,26.71,25.41
88,131,94,26.71,25.37
86,129,92,26.71,25.41
84,127,90,26.71,25.37
78,125,87,26.71,25.41
76,125,85,26.71,25.37
75,125,84,26.71,25.41
73,126,86,26.71,25.37
75,125,88,26.71,25.41
76,125,89,26.71,25.37
80,126,89,26.71,25.41
84,126,89,26.71,25.37
85,129,92,26.71,25.41
88,130,94,26.71,25.37
90,130,97,26.71,25.41
90,131,100,26.71,25.37
90,130,98,26.71,25.41
85,131,95,26.71,25.37
81,129,95,26.71,25.41
81,125,94,26.71,25.37
77,124,91,26.71,25.41
73,122,87,26.71,25.37
69,117,83,26.71,25.41
68,116,79,26.71,25.37
65,114,74,26.71,25.41
61,113,75,26.71,25.37
59,115,75,26.71,25.41
58,117,75,26.71,25.37
57,119,77,26.71,25.41
61,120,77,26.71,25.37
67,123,78,26.71,25.41
71,124,77,26.71,25.37
76,125,79,26.71,25.41
80,127,82,26.71,25.37
84,131,90,26.71,25.41
85,132,93,26.71,25.37
85,132,94,26.71,25.41
52,106,61,26.71,25.37
55,106,62,26.71,25.41
55,107,64,26.71,25.37
57,107,64,26.71,25.41
59,108,65,26.71,25.37
61,109,69,26.71,25.41
63,112,72,26.71,25.37
64,112,67,26.71,25.41
67,114,72,26.71,25.37
65,117,71,26.71,25.41
69,120,74,26.71,25.37
71,121,77,26.71,25.41
77,118,76,26.71,25.37
77,121,73,26.71,25.41
79,122,79,26.71,25.37
79,121,80,26.71,25.41
81,123,81,26.71,25.37
83,123,83,26.71,25.41
84,122,86,26.71,25.37
83,125,87,26.71,25.41
81,128,86,26.71,25.37
80,127,87,26.71,25.41
81,128,85,26.71,25.37
85,127,83,26.71,25.41
84,125,86,26.71,25.37
84,124,84,26.71,25.41
84,125,84,26.71,25.37
82,124,87,26.71,25.41
83,123,89,26.71,25.37
83,123,83,26.71,25.41
82,123,80,26.71,25.37
81,120,79,26.71,25.41
82,118,76,26.71,25.37
78,117,78,26.71,25.41
76,117,78,26.71,25.37
75,115,76,26.71,25.41
69,114,74,26.71,25.37
65,112,73,26.71,25.41
62,110,69,26.71,25.37
57,109,68,26.71,25.41
54,106,61,26.71,25.37
45,102,60,26.71,25.41
38,104,58,26.71,25.37
39,100,57,26.71,25.41
36,97,58,26.71,25.37
37,100,59,26.71,25.41
35,102,62,26.71,25.37
36,103,59,26.71,25.41
33,103,61,26.71,25.37
30,107,65,26.71,25.41
32,111,61,26.71,25.37
39,112,66,26.71,25.41
42,118,78,26.71,25.37
51,118,78,26.71,25.41
61,121,80,26.71,25.37
66,126,81,26.71,25.41
72,128,85,26.71,25.37
80,130,88,26.71,25.41
86,128,91,26.71,25.37
89,128,95,26.71,25.41
93,129,101,26.71,25.37
94,132,102,26.71,25.41
90,135,103,26.71,25.37
89,133,99,26.71,25.41
90,130,96,26.71,25.37
87,128,93,26.71,25.41
84,128,86,26.71,25.37
79,128,82,26.71,25.41
77,125,82,26.71,25.37
75,126,80,26.71,25.41
73,126,82,26.71,25.37
76,126,83,26.71,25.41
75,127,84,26.71,25.37
79,126,86,26.71,25.41
83,127,89,26.71,25.37
85,129,93,26.71,25.41
90,128,92,26.71,25.37
89,131,98,26.71,25.41
89,132,98,26.71,25.37
91,131,95,26.71,25.41
86,132,96,26.71,25.37
82,129,98,26.71,25.41
81,124,96,26.71,25.37
78,124,94,26.71,25.41
73,121,88,26.71,25.37
69,119,85,26.71,25.41
66,116,80,26.71,25.37
64,115,73,26.71,25.41
61,113,73,26.71,25.37
58,115,76,26.71,25.41
57,116,79,26.71,25.37
57,119,75,26.71,25.41
62,122,77,26.71,25.37
71,124,76,26.71,25.41
73,125,79,26.71,25.37
74,129,83,26.71,25.41
78,130,84,26.71,25.37
85,133,92,26.71,25.41
88,131,93,26.71,25.37
92,133,92,26.71,25.41
52,109,61,26.71,25.37
56,107,66,26.71,25.41
58,107,67,26.71,25.37
58,109,66,26.71,25.41
60,110,69,26.71,25.37
64,110,71,26.71,25.41
68,110,72,26.71,25.37
68,113,73,26.71,25.41
71,114,76,26.71,25.37
73,116,77,26.71,25.41
76,118,78,26.71,25.37
77,119,79,26.71,25.41
79,119,79,26.71,25.37
83,121,80,26.71,25.41
81,124,82,26.71,25.37
82,124,81,26.71,25.41
84,127,82,26.71,25.37
82,127,82,26.71,25.41
84,125,88,26.71,25.37
87,126,88,26.71,25.41
86,127,85,26.71,25.37
86,127,85,26.71,25.41
86,128,84,26.71,25.37
87,128,85,26.71,25.41
85,126,85,26.71,25.37
85,126,85,26.71,25.41
84,124,87,26.71,25.37
82,124,86,26.71,25.41
84,122,85,26.71,25.37
82,124,79,26.71,25.41
79,122,81,26.71,25.37
79,119,80,26.71,25.41
79,116,79,26.71,25.37
78,114,76,26.71,25.41
75,113,77,26.71,25.37
73,111,77,26.71,25.41
65,111,76,26.71,25.37
63,108,72,26.71,25.41
57,109,68,26.71,25.37
50,108,66,26.71,25.41
46,101,66,26.71,25.37
42,100,57,26.71,25.41
36,101,56,26.71,25.37
37,101,57,26.71,25.41
38,97,57,26.71,25.37
35,100,60,26.71,25.41
33,100,62,26.71,25.37
31,102,60,26.71,25.41
30,105,63,26.71,25.37
32,107,67,26.71,25.41
35,112,65,26.71,25.37
43,114,69,26.71,25.41
48,117,78,26.71,25.37
55,119,79,26.71,25.41
62,124,81,26.71,25.37
68,126,85,26.71,25.41
75,128,86,26.71,25.37
81,130,88,26.71,25.41
86,129,92,26.71,25.37
87,129,97,26.71,25.41
93,131,99,26.71,25.37
95,133,99,26.71,25.41
90,135,103,26.71,25.37
91,134,99,26.71,25.41
87,133,96,26.71,25.37
84,130,94,26.71,25.41
80,130,90,26.71,25.37
77,130,85,26.71,25.41
77,126,83,26.71,25.37
77,125,82,26.71,25.41
77,126,82,26.71,25.37
75,127,82,26.71,25.41
72,128,89,26.71,25.37
80,124,87,26.71,25.41
82,127,89,26.71,25.37
84,129,92,26.71,25.41
86,131,95,26.71,25.37
88,131,96,26.71,25.41
90,134,94,26.71,25.37
92,133,93,26.71,25.41
88,134,95,26.71,25.37
83,131,101,26.71,25.41
82,127,97,26.71,25.37
80,126,89,26.71,25.41
75,122,83,26.71,25.37
72,120,84,26.71,25.41
68,118,81,26.71,25.37
64,116,77,26.71,25.41
59,118,74,26.71,25.37
57,116,76,26.71,25.41
57,117,79,26.71,25.37
59,118,75,26.71,25.41
64,121,74,26.71,25.37
72,124,76,26.71,25.41
77,126,80,26.71,25.37
75,130,87,26.71,25.41
77,133,88,26.71,25.37
86,132,88,26.71,25.41
91,135,87,26.71,25.37
97,135,92,26.71,25.41
55,109,65,26.71,25.37
59,108,67,26.71,25.41
59,111,69,26.71,25.37
58,114,71,26.71,25.41
61,113,69,26.71,25.37
67,112,73,26.71,25.41
64,116,76,26.71,25.37
70,118,76,26.71,25.41
71,117,77,26.71,25.37
74,117,84,26.71,25.41
79,118,80,26.71,25.37
80,121,79,26.71,25.41
81,122,83,26.71,25.37
84,125,84,26.71,25.41
85,126,86,26.71,25.37
86,128,83,26.71,25.41
88,127,82,26.71,25.37
84,129,83,26.71,25.41
86,127,87,26.71,25.37
91,126,88,26.71,25.41
92,126,85,26.71,25.37
90,128,83,26.71,25.41
88,129,84,26.71,25.37
87,128,87,26.71,25.41
88,125,88,26.71,25.37
87,125,88,26.71,25.41
85,124,88,26.71,25.37
82,123,85,26.71,25.41
82,122,82,26.71,25.37
81,123,81,26.71,25.41
77,121,83,26.71,25.37
78,118,80,26.71,25.41
81,116,79,26.71,25.37
78,113,77,26.71,25.41
73,112,75,26.71,25.37
68,110,74,26.71,25.41
65,109,72,26.71,25.37
59,108,68,26.71,25.41
54,107,66,26.71,25.37
48,105,63,26.71,25.41
46,101,61,26.71,25.37
42,100,56,26.71,25.41
36,99,58,26.71,25.37
36,98,57,26.71,25.41
35,100,56,26.71,25.37
35,99,57,26.71,25.41
33,100,59,26.71,25.37
29,104,63,26.71,25.41
28,106,65,26.71,25.37
31,110,67,26.71,25.41
37,111,69,26.71,25.37
46,114,74,26.71,25.41
51,114,77,26.71,25.37
56,121,80,26.71,25.41
63,128,84,26.71,25.37
71,128,84,26.71,25.41
77,128,90,26.71,25.37
81,129,92,26.71,25.41
86,132,95,26.71,25.37
90,132,97,26.71,25.41
94,132,98,26.71,25.37
95,134,99,26.71,25.41
92,136,101,26.71,25.37
91,135,97,26.71,25.41
86,134,97,26.71,25.37
85,132,95,26.71,25.41
81,129,94,26.71,25.37
76,129,89,26.71,25.41
74,129,86,26.71,25.37
77,124,83,26.71,25.41
79,125,85,26.71,25.37
75,126,89,26.71,25.41
73,125,93,26.71,25.37
78,124,90,26.71,25.41
84,124,87,26.71,25.37
87,128,91,26.71,25.41
88,128,92,26.71,25.37
89,131,96,26.71,25.41
92,133,97,26.71,25.37
94,133,92,26.71,25.41
91,133,89,26.71,25.37
87,132,95,26.71,25.41
82,130,91,26.71,25.37
81,128,86,26.71,25.41
77,125,82,26.71,25.37
74,120,83,26.71,25.41
71,117,81,26.71,25.37
63,117,77,26.71,25.41
57,117,74,26.71,25.37
61,116,73,26.71,25.41
62,118,73,26.71,25.37
62,118,75,26.71,25.41
65,120,75,26.71,25.37
72,122,78,26.71,25.41
78,125,81,26.71,25.37
79,129,87,26.71,25.41
80,132,88,26.71,25.37
84,135,88,26.71,25.41
92,136,87,26.71,25.37
95,135,93,26.71,25.41
59,110,67,26.71,25.37
64,114,66,26.71,25.41
61,115,67,26.71,25.37
60,115,73,26.71,25.41
68,113,75,26.71,25.37
72,113,78,26.71,25.41
73,118,78,26.71,25.37
75,119,80,26.71,25.41
76,119,81,26.71,25.37
77,119,86,26.71,25.41
80,122,83,26.71,25.37
85,121,82,26.71,25.41
87,123,87,26.71,25.37
87,125,89,26.71,25.41
86,127,88,26.71,25.37
89,127,88,26.71,25.41
90,127,88,26.71,25.37
90,127,85,26.71,25.41
91,127,87,26.71,25.37
92,127,89,26.71,25.41
93,127,86,26.71,25.37
91,128,84,26.71,25.41
87,130,84,26.71,25.37
87,127,86,26.71,25.41
88,125,86,26.71,25.37
87,124,83,26.71,25.41
85,124,84,26.71,25.37
81,122,88,26.71,25.41
82,121,87,26.71,25.37
80,120,85,26.71,25.41
74,120,81,26.71,25.37
76,118,80,26.71,25.41
78,115,77,26.71,25.37
72,116,72,26.71,25.41
67,114,71,26.71,25.37
64,112,71,26.71,25.41
62,110,69,26.71,25.37
57,108,65,26.71,25.41
52,108,64,26.71,25.37
49,104,61,26.71,25.41
45,101,58,26.71,25.37
40,101,55,26.71,25.41
32,100,57,26.71,25.37
34,96,57,26.71,25.41
36,98,58,26.71,25.37
36,99,59,26.71,25.41
35,101,57,26.71,25.37
32,103,59,26.71,25.41
29,107,62,26.71,25.37
34,110,67,26.71,25.41
39,111,72,26.71,25.37
51,113,74,26.71,25.41
56,118,77,26.71,25.37
59,124,78,26.71,25.41
65,129,82,26.71,25.37
70,128,85,26.71,25.41
81,129,91,26.71,25.37
85,129,94,26.71,25.41
88,130,95,26.71,25.37
91,134,96,26.71,25.41
94,136,95,26.71,25.37
96,134,98,26.71,25.41
97,135,97,26.71,25.37
91,136,96,26.71,25.41
91,133,94,26.71,25.37
88,129,95,26.71,25.41
83,127,96,26.71,25.37
75,129,91,26.71,25.41
75,127,87,26.71,25.37
76,125,86,26.71,25.41
77,125,87,26.71,25.37
77,123,89,26.71,25.41
76,122,89,26.71,25.37
78,124,87,26.71,25.41
82,124,87,26.71,25.37
85,125,87,26.71,25.41
89,129,90,26.71,25.37
91,132,96,26.71,25.41
92,132,97,26.71,25.37
95,133,94,26.71,25.41
94,134,90,26.71,25.37
89,132,91,26.71,25.41
84,130,92,26.71,25.37
83,127,93,26.71,25.41
79,123,87,26.71,25.37
74,123,83,26.71,25.41
72,120,81,26.71,25.37
67,118,79,26.71,25.41
63,116,74,26.71,25.37
62,117,76,26.71,25.41
64,116,74,26.71,25.37
64,119,75,26.71,25.41
65,120,75,26.71,25.37
69,123,79,26.71,25.41
76,126,83,26.71,25.37
79,129,86,26.71,25.41
82,132,86,26.71,25.37
86,134,86,26.71,25.41
87,137,88,26.71,25.37
93,136,95,26.71,25.41
61,116,70,26.71,25.37
62,118,68,26.71,25.41
65,118,69,26.71,25.37
69,115,73,26.71,25.41
74,116,76,26.71,25.37
75,117,79,26.71,25.41
76,119,77,26.71,25.37
79,119,82,26.71,25.41
80,118,87,26.71,25.37
80,123,87,26.71,25.41
84,124,84,26.71,25.37
87,123,82,26.71,25.41
90,125,85,26.71,25.37
90,127,90,26.71,25.41
89,129,89,26.71,25.37
90,125,89,26.71,25.41
93,126,90,26.71,25.37
95,126,86,26.71,25.41
96,126,88,26.71,25.37
94,128,88,26.71,25.41
92,130,86,26.71,25.37
88,128,85,26.71,25.41
86,129,85,26.71,25.37
85,128,84,26.71,25.41
87,125,82,26.71,25.37
87,125,82,26.71,25.41
84,124,83,26.71,25.37
81,122,87,26.71,25.41
79,121,87,26.71,25.37
77,120,85,26.71,25.41
72,122,81,26.71,25.37
72,118,78,26.71,25.41
74,115,74,26.71,25.37
69,115,70,26.71,25.41
63,115,69,26.71,25.37
63,112,69,26.71,25.41
60,109,67,26.71,25.37
55,109,61,26.71,25.41
53,104,62,26.71,25.37
48,100,61,26.71,25.41
42,101,56,26.71,25.37
40,98,50,26.71,25.41
36,97,51,26.71,25.37
31,97,56,26.71,25.41
33,98,57,26.71,25.37
35,100,58,26.71,25.41
30,102,59,26.71,25.37
32,103,63,26.71,25.41
30,106,61,26.71,25.37
39,109,69,26.71,25.41
45,112,72,26.71,25.37
51,118,74,26.71,25.41
60,120,76,26.71,25.37
66,124,79,26.71,25.41
69,128,83,26.71,25.37
75,128,88,26.71,25.41
84,128,89,26.71,25.37
88,131,91,26.71,25.41
89,133,94,26.71,25.37
94,134,96,26.71,25.41
96,136,96,26.71,25.37
97,136,98,26.71,25.41
97,136,96,26.71,25.37
98,135,90,26.71,25.41
96,132,90,26.71,25.37
93,127,92,26.71,25.41
85,126,95,26.71,25.37
75,128,93,26.71,25.41
72,127,92,26.71,25.37
73,125,89,26.71,25.41
75,122,90,26.71,25.37
78,121,90,26.71,25.41
76,123,86,26.71,25.37
76,125,85,26.71,25.41
79,125,88,26.71,25.37
84,127,88,26.71,25.41
90,130,91,26.71,25.37
90,133,94,26.71,25.41
92,134,96,26.71,25.37
94,135,95,26.71,25.41
96,133,94,26.71,25.37
89,133,94,26.71,25.41
84,131,94,26.71,25.37
84,128,93,26.71,25.41
83,125,89,26.71,25.37
79,121,86,26.71,25.41
72,120,82,26.71,25.37
67,119,78,26.71,25.41
65,117,80,26.71,25.37
60,118,78,26.71,25.41
62,118,77,26.71,25.37
65,117,75,26.71,25.41
69,117,75,26.71,25.37
71,119,78,26.71,25.41
72,124,80,26.71,25.37
79,127,84,26.71,25.41
82,129,85,26.71,25.37
84,133,86,26.71,25.41
86,136,90,26.71,25.37
89,137,94,26.71,25.41
63,118,74,26.71,25.37
64,118,75,26.71,25.41
70,118,76,26.71,25.37
73,119,77,26.71,25.41
75,120,78,26.71,25.37
76,121,78,26.71,25.41
78,120,78,26.71,25.37
80,120,81,26.71,25.41
84,122,86,26.71,25.37
84,125,86,26.71,25.41
85,127,84,26.71,25.37
87,126,86,26.71,25.41
91,127,86,26.71,25.37
94,129,87,26.71,25.41
94,129,88,26.71,25.37
93,127,87,26.71,25.41
93,125,92,26.71,25.37
94,126,91,26.71,25.41
95,127,89,26.71,25.37
93,128,89,26.71,25.41
90,126,91,26.71,25.37
89,126,87,26.71,25.41
89,125,85,26.71,25.37
87,127,83,26.71,25.41
84,126,84,26.71,25.37
84,121,86,26.71,25.41
81,121,86,26.71,25.37
79,122,85,26.71,25.41
78,122,84,26.71,25.37
77,121,84,26.71,25.41
74,117,80,26.71,25.37
74,115,74,26.71,25.41
73,114,72,26.71,25.37
68,115,70,26.71,25.41
64,113,67,26.71,25.37
61,112,66,26.71,25.41
57,111,65,26.71,25.37
54,106,63,26.71,25.41
48,99,62,26.71,25.37
43,100,57,26.71,25.41
41,100,55,26.71,25.37
38,98,50,26.71,25.41
35,96,52,26.71,25.37
31,98,56,26.71,25.41
32,100,59,26.71,25.37
31,102,60,26.71,25.41
30,103,61,26.71,25.37
31,105,63,26.71,25.41
32,107,61,26.71,25.37
39,109,64,26.71,25.41
48,113,75,26.71,25.37
54,117,75,26.71,25.41
63,119,79,26.71,25.37
70,124,83,26.71,25.41
75,128,85,26.71,25.37
80,129,87,26.71,25.41
87,131,90,26.71,25.37
90,132,91,26.71,25.41
92,136,94,26.71,25.37
98,135,97,26.71,25.41
100,133,99,26.71,25.37
99,135,98,26.71,25.41
99,137,94,26.71,25.37
100,134,89,26.71,25.41
97,134,88,26.71,25.37
90,130,91,26.71,25.41
84,126,96,26.71,25.37
77,127,95,26.71,25.41
74,127,92,26.71,25.37
71,125,92,26.71,25.41
74,124,90,26.71,25.37
73,122,90,26.71,25.41
75,123,86,26.71,25.37
75,125,85,26.71,25.41
78,126,87,26.71,25.37
84,130,90,26.71,25.41
87,132,93,26.71,25.37
87,134,93,26.71,25.41
92,134,93,26.71,25.37
94,136,96,26.71,25.41
95,134,95,26.71,25.37
91,134,94,26.71,25.41
85,131,93,26.71,25.37
85,129,93,26.71,25.41
85,125,90,26.71,25.37
85,122,88,26.71,25.41
78,120,85,26.71,25.37
70,119,80,26.71,25.41
66,118,81,26.71,25.37
62,117,82,26.71,25.41
61,119,79,26.71,25.37
65,117,76,26.71,25.41
71,116,75,26.71,25.37
71,121,77,26.71,25.41
70,124,80,26.71,25.37
73,126,83,26.71,25.41
76,128,86,26.71,25.37
82,130,89,26.71,25.41
86,132,91,26.71,25.37
87,133,94,26.71,25.41
71,122,72,26.71,25.37
70,119,77,26.71,25.41
72,121,78,26.71,25.37
75,122,78,26.71,25.41
75,124,80,26.71,25.37
74,125,82,26.71,25.41
77,126,84,26.71,25.37
81,124,82,26.71,25.41
86,127,82,26.71,25.37
86,128,84,26.71,25.41
84,130,83,26.71,25.37
89,129,88,26.71,25.41
94,129,89,26.71,25.37
96,129,87,26.71,25.41
97,128,88,26.71,25.37
95,126,90,26.71,25.41
95,124,93,26.71,25.37
92,126,94,26.71,25.41
91,127,92,26.71,25.37
90,127,92,26.71,25.41
89,125,91,26.71,25.37
89,124,89,26.71,25.41
91,123,86,26.71,25.37
88,125,86,26.71,25.41
84,124,87,26.71,25.37
82,120,88,26.71,25.41
80,120,85,26.71,25.37
80,121,83,26.71,25.41
79,120,81,26.71,25.37
78,117,81,26.71,25.41
76,114,77,26.71,25.37
73,116,73,26.71,25.41
70,117,71,26.71,25.37
68,115,69,26.71,25.41
67,109,63,26.71,25.37
62,108,60,26.71,25.41
55,109,62,26.71,25.37
49,106,64,26.71,25.41
45,99,62,26.71,25.37
41,100,59,26.71,25.41
36,99,55,26.71,25.37
37,99,55,26.71,25.41
35,99,57,26.71,25.37
35,97,58,26.71,25.41
33,100,57,26.71,25.37
30,101,61,26.71,25.41
30,104,62,26.71,25.37
32,106,62,26.71,25.41
37,109,65,26.71,25.37
42,112,70,26.71,25.41
48,114,75,26.71,25.37
56,117,74,26.71,25.41
63,121,78,26.71,25.37
73,125,85,26.71,25.41
76,130,86,26.71,25.37
80,132,86,26.71,25.41
84,133,87,26.71,25.37
91,134,92,26.71,25.41
94,136,94,26.71,25.37
99,133,97,26.71,25.41
102,132,97,26.71,25.37
102,134,95,26.71,25.41
100,135,93,26.71,25.37
97,137,93,26.71,25.41
94,136,91,26.71,25.37
87,132,95,26.71,25.41
84,129,95,26.71,25.37
79,127,93,26.71,25.41
74,127,91,26.71,25.37
72,125,89,26.71,25.41
72,123,86,26.71,25.37
72,124,87,26.71,25.41
75,124,86,26.71,25.37
76,124,88,26.71,25.41
80,127,90,26.71,25.37
82,129,90,26.71,25.41
84,132,91,26.71,25.37
86,136,97,26.71,25.41
90,132,97,26.71,25.37
94,134,98,26.71,25.41
94,137,97,26.71,25.37
91,134,93,26.71,25.41
88,132,94,26.71,25.37
86,130,94,26.71,25.41
87,129,91,26.71,25.37
84,124,87,26.71,25.41
78,119,87,26.71,25.37
70,120,85,26.71,25.41
64,120,82,26.71,25.37
61,118,81,26.71,25.41
60,118,79,26.71,25.37
62,118,79,26.71,25.41
68,118,80,26.71,25.37
69,118,79,26.71,25.41
69,122,80,26.71,25.37
71,127,81,26.71,25.41
73,130,83,26.71,25.37
77,130,87,26.71,25.41
81,131,92,26.71,25.37
85,131,94,26.71,25.41
73,122,72,26.71,25.37
73,123,79,26.71,25.41
77,124,80,26.71,25.37
79,126,81,26.71,25.41
77,126,81,26.71,25.37
78,126,84,26.71,25.41
78,128,86,26.71,25.37
84,128,84,26.71,25.41
87,129,84,26.71,25.37
86,132,84,26.71,25.41
87,131,85,26.71,25.37
93,129,89,26.71,25.41
97,127,90,26.71,25.37
97,128,89,26.71,25.41
97,128,90,26.71,25.37
95,127,92,26.71,25.41
93,126,95,26.71,25.37
90,126,93,26.71,25.41
90,126,92,26.71,25.37
90,125,91,26.71,25.41
89,124,92,26.71,25.37
87,124,91,26.71,25.41
85,123,89,26.71,25.37
86,123,88,26.71,25.41
83,123,89,26.71,25.37
81,121,87,26.71,25.41
81,121,82,26.71,25.37
81,119,79,26.71,25.41
79,120,80,26.71,25.37
76,116,75,26.71,25.41
73,116,76,26.71,25.37
68,116,75,26.71,25.41
65,116,71,26.71,25.37
63,112,68,26.71,25.41
65,106,63,26.71,25.37
60,107,58,26.71,25.41
49,110,59,26.71,25.37
43,107,60,26.71,25.41
43,99,57,26.71,25.37
37,99,56,26.71,25.41
32,101,56,26.71,25.37
33,101,52,26.71,25.41
31,101,50,26.71,25.37
30,101,56,26.71,25.41
31,100,54,26.71,25.37
33,102,57,26.71,25.41
32,104,65,26.71,25.37
34,108,63,26.71,25.41
38,111,65,26.71,25.37
46,115,72,26.71,25.41
53,118,74,26.71,25.37
65,120,74,26.71,25.41
72,121,80,26.71,25.37
78,125,85,26.71,25.41
81,128,86,26.71,25.37
83,132,86,26.71,25.41
88,132,90,26.71,25.37
92,135,93,26.71,25.41
95,136,93,26.71,25.37
99,134,95,26.71,25.41
101,135,97,26.71,25.37
102,135,97,26.71,25.41
101,133,95,26.71,25.37
94,137,97,26.71,25.41
92,136,97,26.71,25.37
87,133,95,26.71,25.41
84,129,90,26.71,25.37
82,127,89,26.71,25.41
76,126,85,26.71,25.37
72,125,86,26.71,25.41
71,123,87,26.71,25.37
74,126,83,26.71,25.41
77,125,84,26.71,25.37
78,124,91,26.71,25.41
79,125,89,26.71,25.37
84,129,87,26.71,25.41
85,132,91,26.71,25.37
85,133,97,26.71,25.41
89,135,100,26.71,25.37
94,136,97,26.71,25.41
96,135,96,26.71,25.37
94,133,94,26.71,25.41
90,134,95,26.71,25.37
90,129,95,26.71,25.41
89,130,91,26.71,25.37
85,129,86,26.71,25.41
79,121,87,26.71,25.37
71,122,87,26.71,25.41
65,121,84,26.71,25.37
61,121,80,26.71,25.41
62,118,79,26.71,25.37
64,116,79,26.71,25.41
65,118,81,26.71,25.37
66,116,80,26.71,25.41
67,122,81,26.71,25.37
69,125,78,26.71,25.41
70,130,79,26.71,25.37
72,130,84,26.71,25.41
76,130,88,26.71,25.37
80,131,91,26.71,25.41
76,123,78,26.71,25.37
77,126,81,26.71,25.41
79,125,83,26.71,25.37
81,126,85,26.71,25.41
83,125,85,26.71,25.37
83,126,83,26.71,25.41
84,127,83,26.71,25.37
87,129,83,26.71,25.41
89,129,84,26.71,25.37
89,130,87,26.71,25.41
91,130,89,26.71,25.37
91,129,90,26.71,25.41
93,129,92,26.71,25.37
95,127,92,26.71,25.41
95,127,89,26.71,25.37
96,130,90,26.71,25.41
92,128,93,26.71,25.37
89,127,95,26.71,25.41
88,126,92,26.71,25.37
88,126,90,26.71,25.41
88,125,90,26.71,25.37
83,125,90,26.71,25.41
82,124,88,26.71,25.37
82,124,88,26.71,25.41
81,123,85,26.71,25.37
78,125,82,26.71,25.41
78,123,78,26.71,25.37
81,119,74,26.71,25.41
77,118,73,26.71,25.37
74,119,77,26.71,25.41
68,115,73,26.71,25.37
65,115,75,26.71,25.41
61,114,69,26.71,25.37
61,109,68,26.71,25.41
60,105,67,26.71,25.37
51,106,60,26.71,25.41
43,106,61,26.71,25.37
40,104,60,26.71,25.41
40,100,56,26.71,25.37
35,97,53,26.71,25.41
32,100,53,26.71,25.37
33,100,52,26.71,25.41
28,102,54,26.71,25.37
31,99,59,26.71,25.41
31,98,60,26.71,25.37
33,99,61,26.71,25.41
36,103,59,26.71,25.37
39,108,61,26.71,25.41
42,112,64,26.71,25.37
52,116,70,26.71,25.41
59,119,72,26.71,25.37
68,120,79,26.71,25.41
76,121,88,26.71,25.37
82,124,87,26.71,25.41
