Index,Row,Col,R,G,B
812,8,12,63,115,69
813,8,13,60,113,69
814,8,14,60,110,67
815,8,15,61,109,67
816,8,16,62,108,67
817,8,17,62,106,69
818,8,18,60,108,71
819,8,19,61,109,69
820,8,20,61,110,71
821,8,21,59,112,69
822,8,22,59,114,70
823,8,23,61,113,71
824,8,24,63,110,77
825,8,25,61,109,75
826,8,26,62,110,72
827,8,27,59,111,69
828,8,28,59,112,65
829,8,29,58,109,67
830,8,30,57,108,68
831,8,31,56,105,67
832,8,32,55,108,68
833,8,33,52,110,66
834,8,34,53,109,66
835,8,35,54,108,67
836,8,36,54,109,66
837,8,37,57,108,63
838,8,38,62,107,65
839,8,39,61,106,70
840,8,40,58,109,73
841,8,41,57,111,74
842,8,42,60,109,73
843,8,43,60,110,71
844,8,44,61,110,73
845,8,45,69,106,70
846,8,46,70,107,68
847,8,47,64,108,69
848,8,48,59,109,72
849,8,49,62,106,70
850,8,50,64,107,64
851,8,51,63,106,63
852,8,52,60,105,62
853,8,53,52,106,64
854,8,54,48,109,61
855,8,55,48,105,59
856,8,56,50,104,59
857,8,57,48,105,62
858,8,58,44,107,58
859,8,59,44,106,61
860,8,60,39,106,63
861,8,61,40,104,59
862,8,62,39,102,60
863,8,63,36,104,62
864,8,64,33,104,66
865,8,65,35,105,66
866,8,66,36,109,67
867,8,67,36,111,68
868,8,68,39,111,70
869,8,69,37,115,71
870,8,70,39,118,73
871,8,71,46,118,80
872,8,72,40,122,83
873,8,73,41,127,84
874,8,74,45,127,88
875,8,75,49,127,89
876,8,76,48,129,88
877,8,77,45,129,86
878,8,78,47,128,83
879,8,79,46,128,82
880,8,80,47,125,85
881,8,81,47,127,80
882,8,82,46,125,77
883,8,83,47,122,74
884,8,84,45,121,75
885,8,85,40,119,75
886,8,86,37,119,77
887,8,87,39,116,78
888,8,88,42,115,74
889,8,89,43,115,72
890,8,90,41,112,73
891,8,91,38,110,72
892,8,92,36,109,67
893,8,93,37,108,66
894,8,94,35,105,67
895,8,95,31,105,63
896,8,96,33,104,61
897,8,97,31,103,62
898,8,98,30,99,58
899,8,99,29,98,60
900,9,0,90,125,79
901,9,1,90,125,77
902,9,2,87,125,78
903,9,3,86,122,81
904,9,4,84,122,80
905,9,5,82,120,79
906,9,6,78,121,77
907,9,7,74,124,75
908,9,8,73,122,68
909,9,9,71,119,66
910,9,10,68,117,69
911,9,11,63,115,71
912,9,12,62,113,69
913,9,13,61,112,67
914,9,14,59,111,67
915,9,15,60,108,68
916,9,16,61,108,67
917,9,17,60,109,66
