R,G,B,Drought_AmbientTemp,Drought_ObjectTemp,Delta_T,CWSI
81,123,86,26.71,25.37,-1.34,0.986
81,125,86,26.71,25.41,-1.3000000000000007,1.0
67,110,72,26.71,25.37,-1.34,0.986
67,111,71,26.71,25.41,-1.3000000000000007,1.0
63,113,68,26.71,25.37,-1.34,0.986
64,111,68,26.71,25.41,-1.3000000000000007,1.0
59,113,71,26.71,25.37,-1.34,0.986
59,113,69,26.71,25.41,-1.3000000000000007,1.0
58,112,71,26.71,25.37,-1.34,0.986
61,109,68,26.71,25.41,-1.3000000000000007,1.0
59,109,70,26.71,25.37,-1.34,0.986
56,108,72,26.71,25.41,-1.3000000000000007,1.0
56,108,69,26.71,25.37,-1.34,0.986
57,107,68,26.71,25.41,-1.3000000000000007,1.0
58,108,68,26.71,25.37,-1.34,0.986
57,109,68,26.71,25.41,-1.3000000000000007,1.0
57,110,66,26.71,25.37,-1.34,0.986
58,109,64,26.71,25.41,-1.3000000000000007,1.0
56,108,67,26.71,25.37,-1.34,0.986
54,108,66,26.71,25.41,-1.3000000000000007,1.0
56,108,66,26.71,25.37,-1.34,0.986
55,108,65,26.71,25.41,-1.3000000000000007,1.0
56,110,68,26.71,25.37,-1.34,0.986
57,109,69,26.71,25.41,-1.3000000000000007,1.0
58,111,67,26.71,25.37,-1.34,0.986
58,112,69,26.71,25.41,-1.3000000000000007,1.0
57,111,72,26.71,25.37,-1.34,0.986
58,111,72,26.71,25.41,-1.3000000000000007,1.0
60,112,73,26.71,25.37,-1.34,0.986
57,113,72,26.71,25.41,-1.3000000000000007,1.0
62,112,72,26.71,25.37,-1.34,0.986
60,114,76,26.71,25.41,-1.3000000000000007,1.0
62,114,76,26.71,25.37,-1.34,0.986
65,116,79,26.71,25.41,-1.3000000000000007,1.0
68,114,80,26.71,25.37,-1.34,0.986
72,114,75,26.71,25.41,-1.3000000000000007,1.0
72,116,73,26.71,25.37,-1.34,0.986
72,116,75,26.71,25.41,-1.3000000000000007,1.0
66,116,77,26.71,25.37,-1.34,0.986
63,116,79,26.71,25.41,-1.3000000000000007,1.0
64,114,77,26.71,25.37,-1.34,0.986
67,112,74,26.71,25.41,-1.3000000000000007,1.0
66,112,70,26.71,25.37,-1.34,0.986
65,112,70,26.71,25.41,-1.3000000000000007,1.0
61,111,72,26.71,25.37,-1.34,0.986
61,107,69,26.71,25.41,-1.3000000000000007,1.0
55,110,66,26.71,25.37,-1.34,0.986
52,109,64,26.71,25.41,-1.3000000000000007,1.0
45,109,61,26.71,25.37,-1.34,0.986
45,106,62,26.71,25.41,-1.3000000000000007,1.0
46,104,63,26.71,25.37,-1.34,0.986
46,103,63,26.71,25.41,-1.3000000000000007,1.0
42,104,64,26.71,25.37,-1.34,0.986
39,107,66,26.71,25.41,-1.3000000000000007,1.0
40,107,66,26.71,25.37,-1.34,0.986
42,107,67,26.71,25.41,-1.3000000000000007,1.0
45,109,69,26.71,25.37,-1.34,0.986
46,113,71,26.71,25.41,-1.3000000000000007,1.0
51,117,77,26.71,25.37,-1.34,0.986
56,122,79,26.71,25.41,-1.3000000000000007,1.0
63,125,85,26.71,25.37,-1.34,0.986
70,127,92,26.71,25.41,-1.3000000000000007,1.0
73,127,91,26.71,25.37,-1.34,0.986
76,128,92,26.71,25.41,-1.3000000000000007,1.0
74,129,97,26.71,25.37,-1.34,0.986
67,131,93,26.71,25.41,-1.3000000000000007,1.0
65,132,91,26.71,25.37,-1.34,0.986
69,131,89,26.71,25.41,-1.3000000000000007,1.0
66,129,91,26.71,25.37,-1.34,0.986
65,128,91,26.71,25.41,-1.3000000000000007,1.0
66,126,87,26.71,25.37,-1.34,0.986
66,125,84,26.71,25.41,-1.3000000000000007,1.0
66,125,81,26.71,25.37,-1.34,0.986
67,124,83,26.71,25.41,-1.3000000000000007,1.0
66,125,83,26.71,25.37,-1.34,0.986
70,125,86,26.71,25.41,-1.3000000000000007,1.0
74,124,89,26.71,25.37,-1.34,0.986
77,122,92,26.71,25.41,-1.3000000000000007,1.0
79,129,92,26.71,25.37,-1.34,0.986
79,129,92,26.71,25.41,-1.3000000000000007,1.0
81,126,90,26.71,25.37,-1.34,0.986
81,124,86,26.71,25.41,-1.3000000000000007,1.0
79,123,83,26.71,25.37,-1.34,0.986
75,122,80,26.71,25.41,-1.3000000000000007,1.0
69,122,78,26.71,25.37,-1.34,0.986
65,120,75,26.71,25.41,-1.3000000000000007,1.0
61,119,75,26.71,25.37,-1.34,0.986
59,119,70,26.71,25.41,-1.3000000000000007,1.0
59,117,68,26.71,25.37,-1.34,0.986
59,116,70,26.71,25.41,-1.3000000000000007,1.0
58,115,71,26.71,25.37,-1.34,0.986
56,116,73,26.71,25.41,-1.3000000000000007,1.0
57,117,71,26.71,25.37,-1.34,0.986
56,121,75,26.71,25.41,-1.3000000000000007,1.0
59,121,77,26.71,25.37,-1.34,0.986
67,120,78,26.71,25.41,-1.3000000000000007,1.0
72,122,78,26.71,25.37,-1.34,0.986
73,124,79,26.71,25.41,-1.3000000000000007,1.0
76,125,80,26.71,25.37,-1.34,0.986
79,124,82,26.71,25.41,-1.3000000000000007,1.0
78,127,82,26.71,25.37,-1.34,0.986
78,126,84,26.71,25.41,-1.3000000000000007,1.0
66,104,72,26.71,25.37,-1.34,0.986
66,109,68,26.71,25.41,-1.3000000000000007,1.0
64,110,64,26.71,25.37,-1.34,0.986
66,108,67,26.71,25.41,-1.3000000000000007,1.0
61,110,70,26.71,25.37,-1.34,0.986
61,111,66,26.71,25.41,-1.3000000000000007,1.0
60,109,70,26.71,25.37,-1.34,0.986
60,107,69,26.71,25.41,-1.3000000000000007,1.0
58,108,68,26.71,25.37,-1.34,0.986
55,108,67,26.71,25.41,-1.3000000000000007,1.0
56,108,64,26.71,25.37,-1.34,0.986
57,107,65,26.71,25.41,-1.3000000000000007,1.0
55,109,67,26.71,25.37,-1.34,0.986
53,112,67,26.71,25.41,-1.3000000000000007,1.0
57,111,63,26.71,25.37,-1.34,0.986
54,112,61,26.71,25.41,-1.3000000000000007,1.0
56,110,66,26.71,25.37,-1.34,0.986
59,107,67,26.71,25.41,-1.3000000000000007,1.0
58,108,66,26.71,25.37,-1.34,0.986
55,110,68,26.71,25.41,-1.3000000000000007,1.0
53,113,68,26.71,25.37,-1.34,0.986
58,113,69,26.71,25.41,-1.3000000000000007,1.0
56,115,68,26.71,25.37,-1.34,0.986
58,113,71,26.71,25.41,-1.3000000000000007,1.0
59,113,74,26.71,25.37,-1.34,0.986
59,115,73,26.71,25.41,-1.3000000000000007,1.0
60,113,74,26.71,25.37,-1.34,0.986
62,112,74,26.71,25.41,-1.3000000000000007,1.0
64,113,75,26.71,25.37,-1.34,0.986
66,114,77,26.71,25.41,-1.3000000000000007,1.0
66,117,78,26.71,25.37,-1.34,0.986
72,117,80,26.71,25.41,-1.3000000000000007,1.0
71,116,81,26.71,25.37,-1.34,0.986
72,118,79,26.71,25.41,-1.3000000000000007,1.0
74,118,75,26.71,25.37,-1.34,0.986
73,119,75,26.71,25.41,-1.3000000000000007,1.0
68,119,78,26.71,25.37,-1.34,0.986
66,117,81,26.71,25.41,-1.3000000000000007,1.0
67,116,79,26.71,25.37,-1.34,0.986
70,114,75,26.71,25.41,-1.3000000000000007,1.0
67,114,73,26.71,25.37,-1.34,0.986
62,113,69,26.71,25.41,-1.3000000000000007,1.0
61,110,72,26.71,25.37,-1.34,0.986
58,108,72,26.71,25.41,-1.3000000000000007,1.0
56,106,67,26.71,25.37,-1.34,0.986
50,105,68,26.71,25.41,-1.3000000000000007,1.0
47,105,61,26.71,25.37,-1.34,0.986
45,101,59,26.71,25.41,-1.3000000000000007,1.0
43,102,62,26.71,25.37,-1.34,0.986
43,103,62,26.71,25.41,-1.3000000000000007,1.0
43,104,62,26.71,25.37,-1.34,0.986
38,109,63,26.71,25.41,-1.3000000000000007,1.0
38,109,67,26.71,25.37,-1.34,0.986
40,109,68,26.71,25.41,-1.3000000000000007,1.0
42,111,68,26.71,25.37,-1.34,0.986
45,114,72,26.71,25.41,-1.3000000000000007,1.0
55,115,78,26.71,25.37,-1.34,0.986
61,121,83,26.71,25.41,-1.3000000000000007,1.0
66,126,88,26.71,25.37,-1.34,0.986
71,129,92,26.71,25.41,-1.3000000000000007,1.0
77,127,96,26.71,25.37,-1.34,0.986
80,127,96,26.71,25.41,-1.3000000000000007,1.0
78,129,97,26.71,25.37,-1.34,0.986
75,128,94,26.71,25.41,-1.3000000000000007,1.0
73,129,94,26.71,25.37,-1.34,0.986
71,128,94,26.71,25.41,-1.3000000000000007,1.0
69,128,94,26.71,25.37,-1.34,0.986
65,128,91,26.71,25.41,-1.3000000000000007,1.0
69,126,86,26.71,25.37,-1.34,0.986
70,125,84,26.71,25.41,-1.3000000000000007,1.0
67,125,84,26.71,25.37,-1.34,0.986
69,124,84,26.71,25.41,-1.3000000000000007,1.0
71,125,82,26.71,25.37,-1.34,0.986
72,126,84,26.71,25.41,-1.3000000000000007,1.0
76,125,89,26.71,25.37,-1.34,0.986
77,124,94,26.71,25.41,-1.3000000000000007,1.0
81,128,93,26.71,25.37,-1.34,0.986
84,129,91,26.71,25.41,-1.3000000000000007,1.0
84,128,91,26.71,25.37,-1.34,0.986
84,125,91,26.71,25.41,-1.3000000000000007,1.0
80,125,87,26.71,25.37,-1.34,0.986
75,123,82,26.71,25.41,-1.3000000000000007,1.0
74,122,80,26.71,25.37,-1.34,0.986
70,119,76,26.71,25.41,-1.3000000000000007,1.0
61,121,73,26.71,25.37,-1.34,0.986
62,120,71,26.71,25.41,-1.3000000000000007,1.0
59,119,67,26.71,25.37,-1.34,0.986
57,118,71,26.71,25.41,-1.3000000000000007,1.0
57,115,72,26.71,25.37,-1.34,0.986
59,113,70,26.71,25.41,-1.3000000000000007,1.0
54,118,74,26.71,25.37,-1.34,0.986
56,119,72,26.71,25.41,-1.3000000000000007,1.0
62,119,77,26.71,25.37,-1.34,0.986
64,122,75,26.71,25.41,-1.3000000000000007,1.0
70,122,80,26.71,25.37,-1.34,0.986
72,123,80,26.71,25.41,-1.3000000000000007,1.0
75,124,80,26.71,25.37,-1.34,0.986
78,125,82,26.71,25.41,-1.3000000000000007,1.0
76,126,84,26.71,25.37,-1.34,0.986
78,125,84,26.71,25.41,-1.3000000000000007,1.0
65,106,70,26.71,25.37,-1.34,0.986
63,107,68,26.71,25.41,-1.3000000000000007,1.0
67,108,63,26.71,25.37,-1.34,0.986
66,106,66,26.71,25.41,-1.3000000000000007,1.0
64,107,68,26.71,25.37,-1.34,0.986
62,107,69,26.71,25.41,-1.3000000000000007,1.0
62,105,68,26.71,25.37,-1.34,0.986
60,107,66,26.71,25.41,-1.3000000000000007,1.0
58,108,63,26.71,25.37,-1.34,0.986
57,107,62,26.71,25.41,-1.3000000000000007,1.0
59,107,62,26.71,25.37,-1.34,0.986
58,108,62,26.71,25.41,-1.3000000000000007,1.0
54,111,63,26.71,25.37,-1.34,0.986
54,113,65,26.71,25.41,-1.3000000000000007,1.0
55,112,66,26.71,25.37,-1.34,0.986
58,110,63,26.71,25.41,-1.3000000000000007,1.0
58,111,70,26.71,25.37,-1.34,0.986
59,111,73,26.71,25.41,-1.3000000000000007,1.0
58,111,72,26.71,25.37,-1.34,0.986
56,114,70,26.71,25.41,-1.3000000000000007,1.0
54,116,70,26.71,25.37,-1.34,0.986
56,116,71,26.71,25.41,-1.3000000000000007,1.0
57,115,69,26.71,25.37,-1.34,0.986
59,114,72,26.71,25.41,-1.3000000000000007,1.0
64,113,75,26.71,25.37,-1.34,0.986
62,115,75,26.71,25.41,-1.3000000000000007,1.0
65,116,75,26.71,25.37,-1.34,0.986
65,115,76,26.71,25.41,-1.3000000000000007,1.0
70,115,80,26.71,25.37,-1.34,0.986
72,117,80,26.71,25.41,-1.3000000000000007,1.0
72,119,79,26.71,25.37,-1.34,0.986
75,119,80,26.71,25.41,-1.3000000000000007,1.0
75,118,82,26.71,25.37,-1.34,0.986
75,119,82,26.71,25.41,-1.3000000000000007,1.0
78,119,80,26.71,25.37,-1.34,0.986
78,116,81,26.71,25.41,-1.3000000000000007,1.0
71,119,82,26.71,25.37,-1.34,0.986
70,117,78,26.71,25.41,-1.3000000000000007,1.0
71,116,78,26.71,25.37,-1.34,0.986
73,112,74,26.71,25.41,-1.3000000000000007,1.0
67,113,73,26.71,25.37,-1.34,0.986
59,114,68,26.71,25.41,-1.3000000000000007,1.0
60,111,71,26.71,25.37,-1.34,0.986
58,107,69,26.71,25.41,-1.3000000000000007,1.0
53,103,68,26.71,25.37,-1.34,0.986
48,102,64,26.71,25.41,-1.3000000000000007,1.0
44,101,64,26.71,25.37,-1.34,0.986
42,101,63,26.71,25.41,-1.3000000000000007,1.0
43,102,62,26.71,25.37,-1.34,0.986
43,103,61,26.71,25.41,-1.3000000000000007,1.0
44,103,67,26.71,25.37,-1.34,0.986
42,104,65,26.71,25.41,-1.3000000000000007,1.0
41,105,66,26.71,25.37,-1.34,0.986
39,110,69,26.71,25.41,-1.3000000000000007,1.0
39,113,70,26.71,25.37,-1.34,0.986
45,115,75,26.71,25.41,-1.3000000000000007,1.0
56,116,78,26.71,25.37,-1.34,0.986
63,124,86,26.71,25.41,-1.3000000000000007,1.0
69,127,89,26.71,25.37,-1.34,0.986
74,129,93,26.71,25.41,-1.3000000000000007,1.0
76,130,97,26.71,25.37,-1.34,0.986
79,129,100,26.71,25.41,-1.3000000000000007,1.0
82,129,93,26.71,25.37,-1.34,0.986
83,130,92,26.71,25.41,-1.3000000000000007,1.0
79,128,95,26.71,25.37,-1.34,0.986
76,127,95,26.71,25.41,-1.3000000000000007,1.0
73,127,94,26.71,25.37,-1.34,0.986
70,127,92,26.71,25.41,-1.3000000000000007,1.0
72,127,86,26.71,25.37,-1.34,0.986
74,124,85,26.71,25.41,-1.3000000000000007,1.0
72,122,85,26.71,25.37,-1.34,0.986
72,123,85,26.71,25.41,-1.3000000000000007,1.0
75,123,82,26.71,25.37,-1.34,0.986
75,127,84,26.71,25.41,-1.3000000000000007,1.0
77,125,88,26.71,25.37,-1.34,0.986
78,128,94,26.71,25.41,-1.3000000000000007,1.0
80,130,95,26.71,25.37,-1.34,0.986
85,129,91,26.71,25.41,-1.3000000000000007,1.0
87,129,92,26.71,25.37,-1.34,0.986
82,128,91,26.71,25.41,-1.3000000000000007,1.0
78,126,90,26.71,25.37,-1.34,0.986
78,123,86,26.71,25.41,-1.3000000000000007,1.0
77,120,83,26.71,25.37,-1.34,0.986
69,119,78,26.71,25.41,-1.3000000000000007,1.0
64,120,76,26.71,25.37,-1.34,0.986
64,120,74,26.71,25.41,-1.3000000000000007,1.0
59,120,70,26.71,25.37,-1.34,0.986
54,119,71,26.71,25.41,-1.3000000000000007,1.0
53,116,72,26.71,25.37,-1.34,0.986
55,115,69,26.71,25.41,-1.3000000000000007,1.0
58,116,69,26.71,25.37,-1.34,0.986
60,116,73,26.71,25.41,-1.3000000000000007,1.0
64,117,77,26.71,25.37,-1.34,0.986
65,120,79,26.71,25.41,-1.3000000000000007,1.0
69,121,81,26.71,25.37,-1.34,0.986
73,121,81,26.71,25.41,-1.3000000000000007,1.0
76,122,81,26.71,25.37,-1.34,0.986
77,124,85,26.71,25.41,-1.3000000000000007,1.0
79,124,87,26.71,25.37,-1.34,0.986
79,123,85,26.71,25.41,-1.3000000000000007,1.0
59,108,67,26.71,25.37,-1.34,0.986
61,107,68,26.71,25.41,-1.3000000000000007,1.0
61,105,67,26.71,25.37,-1.34,0.986
61,108,63,26.71,25.41,-1.3000000000000007,1.0
61,107,64,26.71,25.37,-1.34,0.986
62,103,70,26.71,25.41,-1.3000000000000007,1.0
63,103,65,26.71,25.37,-1.34,0.986
59,107,62,26.71,25.41,-1.3000000000000007,1.0
54,109,62,26.71,25.37,-1.34,0.986
55,109,61,26.71,25.41,-1.3000000000000007,1.0
60,107,62,26.71,25.37,-1.34,0.986
61,107,64,26.71,25.41,-1.3000000000000007,1.0
58,110,64,26.71,25.37,-1.34,0.986
54,113,65,26.71,25.41,-1.3000000000000007,1.0
55,114,68,26.71,25.37,-1.34,0.986
57,110,68,26.71,25.41,-1.3000000000000007,1.0
60,111,71,26.71,25.37,-1.34,0.986
61,112,71,26.71,25.41,-1.3000000000000007,1.0
60,113,73,26.71,25.37,-1.34,0.986
60,115,72,26.71,25.41,-1.3000000000000007,1.0
57,116,72,26.71,25.37,-1.34,0.986
57,116,72,26.71,25.41,-1.3000000000000007,1.0
60,118,71,26.71,25.37,-1.34,0.986
62,117,75,26.71,25.41,-1.3000000000000007,1.0
64,118,78,26.71,25.37,-1.34,0.986
68,117,76,26.71,25.41,-1.3000000000000007,1.0
69,118,74,26.71,25.37,-1.34,0.986
70,118,77,26.71,25.41,-1.3000000000000007,1.0
74,118,81,26.71,25.37,-1.34,0.986
76,118,84,26.71,25.41,-1.3000000000000007,1.0
76,120,82,26.71,25.37,-1.34,0.986
77,120,85,26.71,25.41,-1.3000000000000007,1.0
79,119,84,26.71,25.37,-1.34,0.986
81,118,81,26.71,25.41,-1.3000000000000007,1.0
80,116,83,26.71,25.37,-1.34,0.986
80,114,86,26.71,25.41,-1.3000000000000007,1.0
77,113,84,26.71,25.37,-1.34,0.986
73,116,81,26.71,25.41,-1.3000000000000007,1.0
72,115,78,26.71,25.37,-1.34,0.986
73,112,75,26.71,25.41,-1.3000000000000007,1.0
72,109,74,26.71,25.37,-1.34,0.986
63,111,70,26.71,25.41,-1.3000000000000007,1.0
58,110,66,26.71,25.37,-1.34,0.986
54,105,64,26.71,25.41,-1.3000000000000007,1.0
49,103,60,26.71,25.37,-1.34,0.986
47,104,57,26.71,25.41,-1.3000000000000007,1.0
42,102,60,26.71,25.37,-1.34,0.986
40,105,61,26.71,25.41,-1.3000000000000007,1.0
40,101,62,26.71,25.37,-1.34,0.986
39,104,63,26.71,25.41,-1.3000000000000007,1.0
40,105,56,26.71,25.37,-1.34,0.986
38,108,61,26.71,25.41,-1.3000000000000007,1.0
39,108,65,26.71,25.37,-1.34,0.986
37,113,69,26.71,25.41,-1.3000000000000007,1.0
42,116,75,26.71,25.37,-1.34,0.986
47,116,77,26.71,25.41,-1.3000000000000007,1.0
54,119,80,26.71,25.37,-1.34,0.986
65,124,83,26.71,25.41,-1.3000000000000007,1.0
72,126,89,26.71,25.37,-1.34,0.986
76,128,95,26.71,25.41,-1.3000000000000007,1.0
80,132,97,26.71,25.37,-1.34,0.986
82,132,95,26.71,25.41,-1.3000000000000007,1.0
87,131,92,26.71,25.37,-1.34,0.986
86,129,90,26.71,25.41,-1.3000000000000007,1.0
82,129,93,26.71,25.37,-1.34,0.986
78,127,94,26.71,25.41,-1.3000000000000007,1.0
76,127,94,26.71,25.37,-1.34,0.986
73,126,93,26.71,25.41,-1.3000000000000007,1.0
75,125,86,26.71,25.37,-1.34,0.986
76,124,85,26.71,25.41,-1.3000000000000007,1.0
75,123,86,26.71,25.37,-1.34,0.986
73,122,86,26.71,25.41,-1.3000000000000007,1.0
76,122,84,26.71,25.37,-1.34,0.986
77,122,84,26.71,25.41,-1.3000000000000007,1.0
78,126,87,26.71,25.37,-1.34,0.986
81,127,92,26.71,25.41,-1.3000000000000007,1.0
80,129,95,26.71,25.37,-1.34,0.986
84,131,94,26.71,25.41,-1.3000000000000007,1.0
85,131,93,26.71,25.37,-1.34,0.986
81,130,93,26.71,25.41,-1.3000000000000007,1.0
80,127,88,26.71,25.37,-1.34,0.986
82,125,83,26.71,25.41,-1.3000000000000007,1.0
80,122,84,26.71,25.37,-1.34,0.986
74,119,83,26.71,25.41,-1.3000000000000007,1.0
68,121,78,26.71,25.37,-1.34,0.986
64,120,74,26.71,25.41,-1.3000000000000007,1.0
60,119,70,26.71,25.37,-1.34,0.986
55,118,71,26.71,25.41,-1.3000000000000007,1.0
54,116,69,26.71,25.37,-1.34,0.986
56,114,73,26.71,25.41,-1.3000000000000007,1.0
60,113,74,26.71,25.37,-1.34,0.986
62,116,77,26.71,25.41,-1.3000000000000007,1.0
62,116,75,26.71,25.37,-1.34,0.986
65,121,79,26.71,25.41,-1.3000000000000007,1.0
69,120,80,26.71,25.37,-1.34,0.986
74,120,82,26.71,25.41,-1.3000000000000007,1.0
75,122,84,26.71,25.37,-1.34,0.986
76,124,85,26.71,25.41,-1.3000000000000007,1.0
79,123,89,26.71,25.37,-1.34,0.986
78,123,92,26.71,25.41,-1.3000000000000007,1.0
54,109,66,26.71,25.37,-1.34,0.986
56,107,67,26.71,25.41,-1.3000000000000007,1.0
58,109,64,26.71,25.37,-1.34,0.986
58,107,60,26.71,25.41,-1.3000000000000007,1.0
58,107,64,26.71,25.37,-1.34,0.986
59,105,68,26.71,25.41,-1.3000000000000007,1.0
59,105,67,26.71,25.37,-1.34,0.986
58,107,62,26.71,25.41,-1.3000000000000007,1.0
56,107,64,26.71,25.37,-1.34,0.986
52,110,66,26.71,25.41,-1.3000000000000007,1.0
57,110,65,26.71,25.37,-1.34,0.986
59,109,66,26.71,25.41,-1.3000000000000007,1.0
58,111,66,26.71,25.37,-1.34,0.986
59,112,68,26.71,25.41,-1.3000000000000007,1.0
57,113,70,26.71,25.37,-1.34,0.986
58,113,73,26.71,25.41,-1.3000000000000007,1.0
61,111,72,26.71,25.37,-1.34,0.986
62,113,74,26.71,25.41,-1.3000000000000007,1.0
64,117,77,26.71,25.37,-1.34,0.986
62,119,77,26.71,25.41,-1.3000000000000007,1.0
60,117,74,26.71,25.37,-1.34,0.986
63,117,77,26.71,25.41,-1.3000000000000007,1.0
65,118,79,26.71,25.37,-1.34,0.986
66,119,79,26.71,25.41,-1.3000000000000007,1.0
65,120,80,26.71,25.37,-1.34,0.986
68,122,78,26.71,25.41,-1.3000000000000007,1.0
72,121,76,26.71,25.37,-1.34,0.986
74,121,77,26.71,25.41,-1.3000000000000007,1.0
78,120,83,26.71,25.37,-1.34,0.986
78,120,86,26.71,25.41,-1.3000000000000007,1.0
78,121,85,26.71,25.37,-1.34,0.986
77,120,85,26.71,25.41,-1.3000000000000007,1.0
79,119,86,26.71,25.37,-1.34,0.986
79,120,82,26.71,25.41,-1.3000000000000007,1.0
80,117,84,26.71,25.37,-1.34,0.986
79,114,85,26.71,25.41,-1.3000000000000007,1.0
79,113,84,26.71,25.37,-1.34,0.986
74,113,78,26.71,25.41,-1.3000000000000007,1.0
73,112,75,26.71,25.37,-1.34,0.986
72,110,74,26.71,25.41,-1.3000000000000007,1.0
68,109,72,26.71,25.37,-1.34,0.986
62,110,70,26.71,25.41,-1.3000000000000007,1.0
58,107,65,26.71,25.37,-1.34,0.986
54,104,62,26.71,25.41,-1.3000000000000007,1.0
49,101,62,26.71,25.37,-1.34,0.986
44,101,58,26.71,25.41,-1.3000000000000007,1.0
40,100,60,26.71,25.37,-1.34,0.986
40,100,60,26.71,25.41,-1.3000000000000007,1.0
39,102,64,26.71,25.37,-1.34,0.986
37,104,63,26.71,25.41,-1.3000000000000007,1.0
42,104,55,26.71,25.37,-1.34,0.986
36,109,59,26.71,25.41,-1.3000000000000007,1.0
34,111,68,26.71,25.37,-1.34,0.986
37,112,70,26.71,25.41,-1.3000000000000007,1.0
48,114,72,26.71,25.37,-1.34,0.986
56,117,79,26.71,25.41,-1.3000000000000007,1.0
57,122,82,26.71,25.37,-1.34,0.986
65,126,87,26.71,25.41,-1.3000000000000007,1.0
71,127,87,26.71,25.37,-1.34,0.986
77,130,96,26.71,25.41,-1.3000000000000007,1.0
80,131,98,26.71,25.37,-1.34,0.986
86,132,93,26.71,25.41,-1.3000000000000007,1.0
88,131,88,26.71,25.37,-1.34,0.986
86,132,93,26.71,25.41,-1.3000000000000007,1.0
83,130,96,26.71,25.37,-1.34,0.986
80,127,93,26.71,25.41,-1.3000000000000007,1.0
78,126,92,26.71,25.37,-1.34,0.986
77,124,91,26.71,25.41,-1.3000000000000007,1.0
78,122,91,26.71,25.37,-1.34,0.986
75,123,89,26.71,25.41,-1.3000000000000007,1.0
75,123,87,26.71,25.37,-1.34,0.986
75,124,85,26.71,25.41,-1.3000000000000007,1.0
76,123,87,26.71,25.37,-1.34,0.986
79,123,84,26.71,25.41,-1.3000000000000007,1.0
82,125,87,26.71,25.37,-1.34,0.986
85,126,90,26.71,25.41,-1.3000000000000007,1.0
83,129,93,26.71,25.37,-1.34,0.986
87,132,91,26.71,25.41,-1.3000000000000007,1.0
87,131,92,26.71,25.37,-1.34,0.986
85,131,93,26.71,25.41,-1.3000000000000007,1.0
82,131,90,26.71,25.37,-1.34,0.986
81,126,87,26.71,25.41,-1.3000000000000007,1.0
77,123,85,26.71,25.37,-1.34,0.986
75,120,82,26.71,25.41,-1.3000000000000007,1.0
73,119,80,26.71,25.37,-1.34,0.986
67,117,78,26.71,25.41,-1.3000000000000007,1.0
63,117,73,26.71,25.37,-1.34,0.986
59,116,71,26.71,25.41,-1.3000000000000007,1.0
57,114,75,26.71,25.37,-1.34,0.986
58,111,76,26.71,25.41,-1.3000000000000007,1.0
56,112,83,26.71,25.37,-1.34,0.986
54,115,81,26.71,25.41,-1.3000000000000007,1.0
57,121,77,26.71,25.37,-1.34,0.986
65,120,75,26.71,25.41,-1.3000000000000007,1.0
70,119,80,26.71,25.37,-1.34,0.986
70,121,83,26.71,25.41,-1.3000000000000007,1.0
73,122,84,26.71,25.37,-1.34,0.986
75,125,88,26.71,25.41,-1.3000000000000007,1.0
81,122,92,26.71,25.37,-1.34,0.986
82,121,92,26.71,25.41,-1.3000000000000007,1.0
54,107,64,26.71,25.37,-1.34,0.986
54,108,62,26.71,25.41,-1.3000000000000007,1.0
54,108,60,26.71,25.37,-1.34,0.986
56,107,64,26.71,25.41,-1.3000000000000007,1.0
55,107,66,26.71,25.37,-1.34,0.986
57,107,63,26.71,25.41,-1.3000000000000007,1.0
59,106,66,26.71,25.37,-1.34,0.986
60,105,65,26.71,25.41,-1.3000000000000007,1.0
57,108,66,26.71,25.37,-1.34,0.986
56,111,63,26.71,25.41,-1.3000000000000007,1.0
57,111,63,26.71,25.37,-1.34,0.986
56,113,69,26.71,25.41,-1.3000000000000007,1.0
56,115,72,26.71,25.37,-1.34,0.986
61,114,72,26.71,25.41,-1.3000000000000007,1.0
62,113,75,26.71,25.37,-1.34,0.986
62,113,77,26.71,25.41,-1.3000000000000007,1.0
63,113,81,26.71,25.37,-1.34,0.986
63,116,79,26.71,25.41,-1.3000000000000007,1.0
65,119,80,26.71,25.37,-1.34,0.986
70,117,78,26.71,25.41,-1.3000000000000007,1.0
67,120,78,26.71,25.37,-1.34,0.986
66,119,80,26.71,25.41,-1.3000000000000007,1.0
70,118,82,26.71,25.37,-1.34,0.986
71,119,81,26.71,25.41,-1.3000000000000007,1.0
72,120,81,26.71,25.37,-1.34,0.986
72,121,78,26.71,25.41,-1.3000000000000007,1.0
76,122,78,26.71,25.37,-1.34,0.986
79,123,79,26.71,25.41,-1.3000000000000007,1.0
78,122,84,26.71,25.37,-1.34,0.986
82,121,84,26.71,25.41,-1.3000000000000007,1.0
82,121,85,26.71,25.37,-1.34,0.986
80,121,82,26.71,25.41,-1.3000000000000007,1.0
80,121,80,26.71,25.37,-1.34,0.986
80,120,83,26.71,25.41,-1.3000000000000007,1.0
79,118,83,26.71,25.37,-1.34,0.986
80,117,85,26.71,25.41,-1.3000000000000007,1.0
77,115,79,26.71,25.37,-1.34,0.986
72,114,75,26.71,25.41,-1.3000000000000007,1.0
70,111,74,26.71,25.37,-1.34,0.986
67,110,75,26.71,25.41,-1.3000000000000007,1.0
64,109,73,26.71,25.37,-1.34,0.986
61,107,68,26.71,25.41,-1.3000000000000007,1.0
57,106,66,26.71,25.37,-1.34,0.986
52,101,62,26.71,25.41,-1.3000000000000007,1.0
46,100,62,26.71,25.37,-1.34,0.986
